Node #	x (correct)	y (correct)	z (correct)	xy (correct)	yz (correct)	xz (correct)
11930	 0.40202E-04	-0.86276E-04	-6.2302E-06	-0.56770E-04	6.4282E-06	1.5344E-06
11930	-0.43318E-04	 0.10562E-03	-4.9358E-06	 0.68054E-04	5.9672E-06	1.4206E-06
11931	 0.96945E-04	-0.20836E-03	-6.8432E-06	-0.97037E-04	6.5773E-06	0.000001089
11931	-0.10105E-03	 0.23014E-03	-5.3469E-06	 0.10575E-03	6.1378E-06	1.0115E-06
11932	 0.15623E-03	-0.32995E-03	-7.2543E-06	-0.83959E-04	0.00000663	6.1474E-07
11932	-0.16122E-03	 0.35397E-03	-5.8228E-06	 0.89261E-04	6.1772E-06	5.6565E-07
11933	 0.21173E-03	-0.44406E-03	-7.6017E-06	-0.18901E-04	6.5772E-06	1.3577E-07
11933	-0.21737E-03	 0.46996E-03	-6.2229E-06	 0.20012E-04	6.0576E-06	1.0791E-07
11934	 0.25747E-03	-0.54443E-03	-7.6694E-06	 0.92679E-04	6.3241E-06	-3.2542E-07
11934	-0.26348E-03	 0.57179E-03	-6.7409E-06	-0.96386E-04	5.8583E-06	-3.2553E-07
11935	 0.28863E-03	-0.62538E-03	-8.0156E-06	 0.24235E-03	5.7384E-06	-7.6618E-07
11935	-0.29466E-03	 0.65367E-03	-6.7342E-06	-0.25133E-03	5.7209E-06	-6.8534E-07
11936	 0.30149E-03	-0.68321E-03	-8.0158E-06	 0.41885E-03	5.1456E-06	-1.0238E-06
11936	-0.30726E-03	 0.71190E-03	-0.000006678	-0.43343E-03	5.3302E-06	-1.0727E-06
11937	 0.29556E-03	-0.71799E-03	-7.7975E-06	 0.60916E-03	4.5602E-06	-1.1724E-06
11937	-0.30069E-03	 0.74650E-03	-6.6164E-06	-0.62929E-03	4.6782E-06	-0.000001352
11938	 0.27139E-03	-0.73010E-03	-7.4247E-06	 0.80112E-03	3.5215E-06	-1.1844E-06
11938	-0.27550E-03	 0.75772E-03	-0.000006396	-0.82644E-03	4.3196E-06	-1.5317E-06
11939	 0.23057E-03	-0.72073E-03	-6.8788E-06	 0.98424E-03	2.4634E-06	-1.0105E-06
11939	-0.23340E-03	 0.74698E-03	-6.1294E-06	-0.10143E-02	0.000003894	-1.6545E-06
11940	 0.17673E-03	-0.69359E-03	-6.3587E-06	 0.11499E-02	1.3857E-06	-6.6467E-07
11940	-0.17808E-03	 0.71812E-03	-5.6958E-06	-0.11841E-02	3.4488E-06	-1.7102E-06
11941	 0.11457E-03	-0.65368E-03	-5.6279E-06	 0.12917E-02	3.2606E-07	-1.6429E-07
11941	-0.11446E-03	 0.67614E-03	-5.0242E-06	-0.13292E-02	3.0142E-06	-1.7095E-06
11942	 0.50336E-04	-0.60769E-03	-4.8843E-06	 0.14063E-02	-6.8777E-07	4.5006E-07
11942	-0.48740E-04	 0.62798E-03	-4.4751E-06	-0.14462E-02	2.6072E-06	-0.000001649
11943	-0.10457E-04	-0.56173E-03	-4.0087E-06	 0.14943E-02	-1.6266E-06	1.1388E-06
11943	 0.13286E-04	 0.57992E-03	-3.8304E-06	-0.15359E-02	2.2332E-06	-1.5438E-06
11944	-0.65168E-04	-0.51884E-03	-2.9434E-06	 0.15593E-02	-2.4614E-06	1.8496E-06
11944	 0.68871E-04	 0.53501E-03	-2.9807E-06	-0.16021E-02	1.8785E-06	-1.3979E-06
11945	-0.11454E-03	-0.47853E-03	-2.1003E-06	 0.16070E-02	-3.1884E-06	2.5526E-06
11945	 0.11905E-03	 0.49287E-03	-2.2977E-06	-0.16504E-02	1.5391E-06	-1.2231E-06
11946	-0.16307E-03	-0.43672E-03	-1.0479E-06	 0.16418E-02	-3.7834E-06	3.1998E-06
11946	 0.16824E-03	 0.44924E-03	-1.4037E-06	-0.16859E-02	1.2049E-06	-1.0039E-06
11947	-0.21520E-03	-0.38888E-03	-3.1115E-08	 0.16654E-02	-4.2769E-06	3.8022E-06
11947	 0.22116E-03	 0.39950E-03	-5.7799E-07	-0.17100E-02	9.2689E-07	-7.7056E-07
11948	-0.27107E-03	-0.33475E-03	8.8618E-07	 0.16763E-02	-4.6072E-06	4.3722E-06
11948	 0.27791E-03	 0.34329E-03	2.0862E-07	-0.17208E-02	6.5675E-07	-5.5653E-07
11949	-0.32538E-03	-0.27943E-03	1.8202E-06	 0.16726E-02	-4.7739E-06	4.8513E-06
11949	 0.33313E-03	 0.28594E-03	1.0402E-06	-0.17171E-02	3.9146E-07	-3.3642E-07
11950	-0.36855E-03	-0.23276E-03	2.7751E-06	 0.16566E-02	-4.8453E-06	5.1906E-06
11950	 0.37702E-03	 0.23754E-03	1.8836E-06	-0.17015E-02	1.8595E-07	-1.2653E-07
11951	-0.39401E-03	-0.20191E-03	0.000003528	 0.16350E-02	-0.000004822	5.3434E-06
11951	 0.40284E-03	 0.20547E-03	2.5643E-06	-0.16798E-02	1.193E-08	6.9939E-08
11952	-0.40508E-03	-0.18430E-03	0.000004349	 0.16117E-02	-4.7208E-06	5.3312E-06
11952	 0.41390E-03	 0.18695E-03	3.3498E-06	-0.16567E-02	-1.3902E-07	2.4401E-07
11953	-0.41355E-03	-0.16848E-03	5.0938E-06	 0.15861E-02	-4.5134E-06	5.1603E-06
11953	 0.42234E-03	 0.17029E-03	4.1104E-06	-0.16313E-02	-2.725E-07	4.2721E-07
11954	-0.42980E-03	-0.14406E-03	5.8082E-06	 0.15548E-02	-4.2115E-06	4.9359E-06
11954	 0.43865E-03	 0.14473E-03	4.8584E-06	-0.15994E-02	-3.8759E-07	5.9151E-07
11955	-0.45454E-03	-0.10972E-03	6.4471E-06	 0.15141E-02	-3.8235E-06	4.6756E-06
11955	 0.46372E-03	 0.10899E-03	0.000005524	-0.15577E-02	-4.9979E-07	7.4827E-07
11956	-0.47794E-03	-0.74866E-04	7.0399E-06	 0.14658E-02	-3.3992E-06	4.3365E-06
11956	 0.48763E-03	 0.72767E-04	6.1432E-06	-0.15087E-02	-5.7707E-07	8.8651E-07
11957	-0.48881E-03	-0.50961E-04	7.5157E-06	 0.14174E-02	-2.9808E-06	3.9133E-06
11957	 0.49875E-03	 0.47864E-04	0.000006689	-0.14596E-02	-6.1903E-07	9.7344E-07
11958	-0.48615E-03	-0.39451E-04	7.7982E-06	 0.13729E-02	-2.5597E-06	3.3937E-06
11958	 0.49610E-03	 0.35810E-04	7.1068E-06	-0.14147E-02	-6.4819E-07	1.0322E-06
11959	-0.48014E-03	-0.30737E-04	8.1724E-06	 0.13283E-02	-2.1572E-06	2.8793E-06
11959	 0.49006E-03	 0.26571E-04	7.6076E-06	-0.13699E-02	-6.3697E-07	1.0241E-06
11960	-0.48116E-03	-0.14241E-04	0.000008339	 0.12761E-02	-1.7313E-06	2.3488E-06
11960	 0.49133E-03	 0.94132E-05	7.9146E-06	-0.13171E-02	-6.2049E-07	1.0223E-06
11961	-0.48809E-03	 0.93244E-05	8.5632E-06	 0.12143E-02	-1.3223E-06	1.8368E-06
11961	 0.49866E-03	-0.15083E-04	8.1961E-06	-0.12541E-02	-5.6912E-07	9.8763E-07
11962	-0.48904E-03	 0.28327E-04	8.7042E-06	 0.11512E-02	-9.7049E-07	1.3686E-06
11962	 0.49991E-03	-0.34838E-04	0.000008387	-0.11899E-02	-4.5912E-07	8.4937E-07
11963	-0.47398E-03	 0.32364E-04	8.6192E-06	 0.10983E-02	-6.498E-07	8.9033E-07
11963	 0.48493E-03	-0.39026E-04	8.3998E-06	-0.11365E-02	-3.1784E-07	6.345E-07
11964	-0.44575E-03	 0.23232E-04	8.7765E-06	 0.10567E-02	-3.7138E-07	4.5487E-07
11964	 0.45639E-03	-0.29727E-04	8.5789E-06	-0.10953E-02	-1.2686E-07	3.2808E-07
11965	-0.41863E-03	 0.14857E-04	8.5189E-06	 0.10160E-02	-1.0739E-07	5.0844E-08
11965	 0.42921E-03	-0.20917E-04	8.3289E-06	-0.10550E-02	6.4978E-08	2.6229E-08
11966	-0.40456E-03	 0.19209E-04	8.5403E-06	 0.96441E-03	1.6057E-07	-3.5613E-07
11966	 0.41555E-03	-0.25457E-04	8.1865E-06	-0.10036E-02	1.8988E-07	-1.7304E-07
11967	-0.40136E-03	 0.35617E-04	8.3932E-06	 0.89844E-03	4.158E-07	-7.7403E-07
11967	 0.41348E-03	-0.42478E-04	7.8227E-06	-0.93739E-03	2.3618E-07	-2.6328E-07
11968	-0.39745E-03	 0.53018E-04	8.1662E-06	 0.82557E-03	6.3486E-07	-1.1754E-06
11968	 0.41063E-03	-0.60608E-04	0.000007521	-0.86358E-03	2.4691E-07	-3.0417E-07
11969	-0.38285E-03	 0.61281E-04	7.8121E-06	 0.75724E-03	8.1093E-07	-1.5135E-06
11969	 0.39685E-03	-0.69183E-04	7.0528E-06	-0.79456E-03	2.7504E-07	-3.732E-07
11970	-0.35767E-03	 0.59654E-04	7.5737E-06	 0.69775E-03	9.414E-07	-0.000001748
11970	 0.37212E-03	-0.67506E-04	6.6132E-06	-0.73504E-03	3.5373E-07	-5.2399E-07
11971	-0.32739E-03	 0.53027E-04	7.1833E-06	 0.64416E-03	0.000001031	-0.000001885
11971	 0.34203E-03	-0.60456E-04	6.0229E-06	-0.68156E-03	4.7908E-07	-7.4807E-07
11972	-0.29723E-03	 0.46204E-04	6.8895E-06	 0.59145E-03	1.0861E-06	-1.9576E-06
11972	 0.31194E-03	-0.53225E-04	5.4933E-06	-0.62888E-03	6.2603E-07	-1.0054E-06
11973	-0.26921E-03	 0.41382E-04	6.5847E-06	 0.53676E-03	1.1116E-06	-1.9915E-06
11973	 0.28417E-03	-0.48093E-04	4.9167E-06	-0.57419E-03	7.7267E-07	-1.2663E-06
11974	-0.24281E-03	 0.38205E-04	6.2914E-06	 0.48004E-03	1.1204E-06	-2.0118E-06
11974	 0.25809E-03	-0.44710E-04	4.2966E-06	-0.51723E-03	9.023E-07	-1.5083E-06
11975	-0.21712E-03	 0.35991E-04	6.0105E-06	 0.42147E-03	1.1266E-06	-2.0426E-06
11975	 0.23279E-03	-0.42387E-04	0.000003639	-0.45818E-03	1.0032E-06	-1.7149E-06
11976	-0.19116E-03	 0.34023E-04	5.7322E-06	 0.36114E-03	1.1334E-06	-2.0886E-06
11976	 0.20729E-03	-0.40385E-04	2.9376E-06	-0.39715E-03	1.0771E-06	-0.000001891
11977	-0.16395E-03	 0.31587E-04	5.3964E-06	 0.29927E-03	1.1399E-06	-0.000002147
11977	 0.18063E-03	-0.37948E-04	2.1877E-06	-0.33444E-03	1.1303E-06	-0.000002047
11978	-0.13456E-03	 0.27815E-04	5.0343E-06	 0.23674E-03	1.1521E-06	-2.2214E-06
11978	 0.15178E-03	-0.34157E-04	1.4018E-06	-0.27101E-03	1.1668E-06	-2.1816E-06
11979	-0.10250E-03	 0.22121E-04	4.6307E-06	 0.17481E-03	1.1742E-06	-2.3053E-06
11979	 0.12020E-03	-0.28298E-04	5.0411E-07	-0.20823E-03	1.1969E-06	-2.2974E-06
11980	-0.68152E-04	 0.14712E-04	4.1801E-06	 0.11382E-03	1.2078E-06	-2.3895E-06
11980	 0.86227E-04	-0.20564E-04	-3.8973E-07	-0.14664E-03	1.2301E-06	-2.3982E-06
11981	-0.32619E-04	 0.63907E-05	3.7538E-06	 0.53336E-04	1.2538E-06	-2.4736E-06
11981	 0.50952E-04	-0.11787E-04	-1.2922E-06	-0.85837E-04	0.000001267	-0.000002482
11982	 0.28517E-05	-0.19669E-05	3.3331E-06	-0.68371E-05	1.3124E-06	-0.000002567
11982	 0.15641E-04	-0.29076E-05	-0.000002152	-0.25454E-04	1.3006E-06	-2.5438E-06
11983	 0.37870E-04	-0.10111E-04	3.0261E-06	-0.66923E-04	1.3648E-06	-2.6486E-06
11983	-0.19279E-04	 0.57206E-05	-3.0064E-06	 0.34902E-04	1.3389E-06	-2.6153E-06
11984	 0.72932E-04	-0.18312E-04	2.7225E-06	-0.12690E-03	1.3909E-06	-2.6928E-06
11984	-0.54209E-04	 0.14314E-04	-3.7912E-06	 0.95277E-04	1.3939E-06	-2.7331E-06
11985	 0.10874E-03	-0.27136E-04	2.4636E-06	-0.18639E-03	1.3817E-06	-2.6868E-06
11985	-0.89793E-04	 0.23421E-04	-4.5642E-06	 0.15526E-03	1.4733E-06	-2.9193E-06
11986	 0.14604E-03	-0.37156E-04	2.2095E-06	-0.24494E-03	1.3378E-06	-2.6311E-06
11986	-0.12679E-03	 0.33640E-04	-5.3519E-06	 0.21444E-03	1.5779E-06	-0.000003182
11987	 0.18547E-03	-0.48764E-04	0.000001941	-0.30244E-03	1.2726E-06	-0.000002545
11987	-0.16585E-03	 0.45413E-04	-6.1982E-06	 0.27272E-03	1.6987E-06	-0.000003506
11988	 0.22725E-03	-0.62045E-04	1.6291E-06	-0.35894E-03	0.000001202	-2.4515E-06
11988	-0.20724E-03	 0.58865E-04	-0.000007085	 0.33011E-03	1.8246E-06	-3.8678E-06
11989	 0.27112E-03	-0.76700E-04	1.2531E-06	-0.41484E-03	1.1502E-06	-2.3928E-06
11989	-0.25067E-03	 0.73756E-04	-8.0757E-06	 0.38690E-03	1.9375E-06	-4.2199E-06
11990	 0.31642E-03	-0.92145E-04	8.4985E-07	-0.47092E-03	1.1404E-06	-0.000002414
11990	-0.29553E-03	 0.89512E-04	-9.1481E-06	 0.44378E-03	2.0187E-06	-4.5058E-06
11991	 0.36238E-03	-0.10766E-03	3.7841E-07	-0.52819E-03	1.1877E-06	-2.5479E-06
11991	-0.34103E-03	 0.10544E-03	-0.000010288	 0.50169E-03	2.0543E-06	-4.6758E-06
11992	 0.40814E-03	-0.12252E-03	-1.239E-07	-0.58775E-03	1.2975E-06	-2.8064E-06
11992	-0.38634E-03	 0.12078E-03	-0.000011443	 0.56167E-03	2.0364E-06	-4.6963E-06
11993	 0.45304E-03	-0.13629E-03	-6.0418E-07	-0.64995E-03	1.4602E-06	-3.1676E-06
11993	-0.43082E-03	 0.13506E-03	-0.000012535	 0.62409E-03	1.9672E-06	-4.5694E-06
11994	 0.49733E-03	-0.14936E-03	-1.0651E-06	-0.71367E-03	1.6468E-06	-3.5736E-06
11994	-0.47473E-03	 0.14866E-03	-0.000013597	 0.68794E-03	1.8598E-06	-4.3398E-06
11995	 0.54238E-03	-0.16311E-03	-1.4575E-06	-0.77662E-03	0.000001813	-0.000003942
11995	-0.51932E-03	 0.16280E-03	-0.000014534	 0.75090E-03	1.7352E-06	-4.0788E-06
11996	 0.58975E-03	-0.17894E-03	-1.8403E-06	-0.83643E-03	1.9197E-06	-4.2033E-06
11996	-0.56617E-03	 0.17893E-03	-0.000015373	 0.81076E-03	1.6111E-06	-3.8405E-06
11997	 0.63954E-03	-0.19688E-03	-2.2399E-06	-0.89308E-03	1.9397E-06	-4.2916E-06
11997	-0.61546E-03	 0.19716E-03	-0.000016212	 0.86765E-03	1.5074E-06	-0.000003663
11998	 0.68941E-03	-0.21458E-03	-2.6558E-06	-0.95097E-03	1.8851E-06	-4.1977E-06
11998	-0.66480E-03	 0.21516E-03	-0.000017055	 0.92568E-03	1.4239E-06	-3.5189E-06
11999	 0.73732E-03	-0.23008E-03	-2.9949E-06	-0.10139E-02	1.7512E-06	-3.8844E-06
11999	-0.71201E-03	 0.23089E-03	-0.00001783	 0.98819E-03	1.3778E-06	-3.4338E-06
12000	 0.78655E-03	-0.24691E-03	-3.0737E-06	-0.10748E-02	1.4906E-06	-3.2779E-06
12000	-0.76066E-03	 0.24775E-03	-0.000018346	 0.10488E-02	1.4037E-06	-3.5251E-06
12001	 0.84422E-03	-0.27172E-03	-3.2414E-06	-0.11210E-02	1.0934E-06	-2.3826E-06
12001	-0.81785E-03	 0.27252E-03	-0.000018803	 0.10953E-02	1.4919E-06	-3.8381E-06
12002	 0.91331E-03	-0.30738E-03	-3.1877E-06	-0.11460E-02	6.0056E-07	-1.2316E-06
12002	-0.88634E-03	 0.30795E-03	-0.000019448	 0.11212E-02	1.6072E-06	-4.3393E-06
12003	 0.98758E-03	-0.34707E-03	-3.5035E-06	-0.11623E-02	1.1691E-07	1.1509E-08
12003	-0.95970E-03	 0.34763E-03	-0.000020532	 0.11384E-02	1.6719E-06	-4.7853E-06
12004	 0.10559E-02	-0.37947E-03	-3.9528E-06	-0.11966E-02	-2.7251E-07	1.1108E-06
12004	-0.10271E-02	 0.38034E-03	-0.000021903	 0.11734E-02	1.6109E-06	-4.8142E-06
12005	 0.11136E-02	-0.40072E-03	-4.4451E-06	-0.12585E-02	-5.7126E-07	1.9744E-06
12005	-0.10840E-02	 0.40201E-03	-0.000023091	 0.12350E-02	0.000001408	-0.00000431
12006	 0.11682E-02	-0.41909E-03	-4.5853E-06	-0.13276E-02	-8.0777E-07	2.6592E-06
12006	-0.11379E-02	 0.42058E-03	-0.000023947	 0.13035E-02	0.000001081	-3.4289E-06
12007	 0.12308E-02	-0.44563E-03	-4.3418E-06	-0.13775E-02	-1.0008E-06	3.2806E-06
12007	-0.12003E-02	 0.44701E-03	-0.000024316	 0.13535E-02	6.781E-07	-2.3866E-06
12008	 0.13039E-02	-0.48206E-03	-4.2547E-06	-0.14034E-02	-1.1519E-06	3.8767E-06
12008	-0.12733E-02	 0.48350E-03	-0.000024947	 0.13805E-02	2.375E-07	-1.2356E-06
12009	 0.13782E-02	-0.51907E-03	-4.2056E-06	-0.14287E-02	-1.2675E-06	4.3956E-06
12009	-0.13473E-02	 0.52055E-03	-0.000025721	 0.14065E-02	-2.6034E-07	1.6253E-07
12010	 0.14452E-02	-0.54789E-03	-4.3278E-06	-0.14770E-02	-1.3735E-06	4.8118E-06
12010	-0.14134E-02	 0.54932E-03	-0.000026342	 0.14545E-02	-8.5675E-07	1.9204E-06
12011	 0.15070E-02	-0.57135E-03	-4.2495E-06	-0.15408E-02	-1.4761E-06	5.1577E-06
12011	-0.14748E-02	 0.57268E-03	-0.000026554	 0.15179E-02	-1.5468E-06	3.9708E-06
12012	 0.15715E-02	-0.59767E-03	-3.9306E-06	-0.15969E-02	-1.5795E-06	5.5327E-06
12012	-0.15395E-02	 0.59888E-03	-0.000026461	 0.15743E-02	-2.2471E-06	6.1024E-06
12013	 0.16444E-02	-0.63205E-03	-3.4716E-06	-0.16324E-02	-1.6861E-06	6.0071E-06
12013	-0.16125E-02	 0.63278E-03	-0.000025992	 0.16100E-02	-2.8741E-06	8.1701E-06
12014	 0.17248E-02	-0.67325E-03	-2.9442E-06	-0.16497E-02	-1.7988E-06	6.5922E-06
12014	-0.16927E-02	 0.67331E-03	-0.000025429	 0.16276E-02	-3.4002E-06	0.000010134
12015	 0.18073E-02	-0.71617E-03	-2.5863E-06	-0.16613E-02	-1.9249E-06	7.2614E-06
12015	-0.17755E-02	 0.71582E-03	-0.000024943	 0.16401E-02	-3.8504E-06	0.000012009
12016	 0.18904E-02	-0.75898E-03	-2.1452E-06	-0.16735E-02	-2.0581E-06	7.9731E-06
12016	-0.18591E-02	 0.75829E-03	-0.000024355	 0.16533E-02	-4.2485E-06	0.000013815
12017	 0.19766E-02	-0.80414E-03	-1.6455E-06	-0.16789E-02	-2.1725E-06	8.6841E-06
12017	-0.19456E-02	 0.80293E-03	-0.000023638	 0.16595E-02	-4.5797E-06	0.000015561
12018	 0.20678E-02	-0.85356E-03	-0.000001217	-0.16697E-02	-2.2498E-06	9.3723E-06
12018	-0.20373E-02	 0.85182E-03	-0.000022776	 0.16513E-02	-4.8158E-06	0.000017229
12019	 0.21623E-02	-0.90546E-03	-9.3852E-07	-0.16502E-02	-2.2911E-06	0.000010009
12019	-0.21327E-02	 0.90348E-03	-0.000022005	 0.16332E-02	-4.9714E-06	0.000018821
12020	 0.22563E-02	-0.95613E-03	-7.0977E-07	-0.16340E-02	-2.3144E-06	0.000010563
12020	-0.22277E-02	 0.95397E-03	-0.000021165	 0.16184E-02	-5.0969E-06	0.00002035
12021	 0.23485E-02	-0.10043E-02	-4.8795E-07	-0.16271E-02	-2.3319E-06	0.000011028
12021	-0.23207E-02	 0.10019E-02	-0.000020194	 0.16125E-02	-5.2116E-06	0.000021788
12022	 0.24415E-02	-0.10528E-02	-3.0502E-07	-0.16176E-02	-2.3295E-06	0.000011415
12022	-0.24150E-02	 0.10502E-02	-0.000019044	 0.16041E-02	-0.000005267	0.000023071
12023	 0.25385E-02	-0.11046E-02	-1.978E-07	-0.15916E-02	-2.2939E-06	0.000011761
12023	-0.25136E-02	 0.11021E-02	-0.00001773	 0.15796E-02	-5.2043E-06	0.000024123
12024	 0.26383E-02	-0.11586E-02	-2.8627E-07	-0.15537E-02	-2.2442E-06	0.000012116
12024	-0.26150E-02	 0.11561E-02	-0.000016396	 0.15431E-02	-5.0365E-06	0.000024891
12025	 0.27374E-02	-0.12112E-02	-4.8596E-07	-0.15206E-02	-2.2174E-06	0.000012536
12025	-0.27155E-02	 0.12086E-02	-0.000014898	 0.15111E-02	-4.8279E-06	0.000025352
12026	 0.28336E-02	-0.12605E-02	-7.6555E-07	-0.15018E-02	-2.2401E-06	0.000013096
12026	-0.28134E-02	 0.12581E-02	-0.000013317	 0.14935E-02	-4.6114E-06	0.000025466
12027	 0.29285E-02	-0.13083E-02	-0.000001206	-0.14891E-02	-2.3018E-06	0.000013838
12027	-0.29104E-02	 0.13062E-02	-0.000011713	 0.14819E-02	-4.3607E-06	0.000025201
12028	 0.30262E-02	-0.13586E-02	-1.4898E-06	-0.14609E-02	-2.3647E-06	0.000014789
12028	-0.30097E-02	 0.13564E-02	-9.9003E-06	 0.14547E-02	-4.0184E-06	0.000024547
12029	 0.31284E-02	-0.14130E-02	-0.000001862	-0.14033E-02	-2.3999E-06	0.000015982
12029	-0.31135E-02	 0.14109E-02	-8.0869E-06	 0.13981E-02	-0.000003568	0.000023522
12030	 0.32329E-02	-0.14697E-02	-2.3084E-06	-0.13234E-02	-2.4035E-06	0.000017393
12030	-0.32200E-02	 0.14679E-02	-6.4648E-06	 0.13193E-02	-0.00000307	0.000022237
12031	 0.33369E-02	-0.15258E-02	-2.5527E-06	-0.12382E-02	-2.3803E-06	0.000018895
12031	-0.33260E-02	 0.15242E-02	-4.8472E-06	 0.12350E-02	-2.6112E-06	0.000020915
12032	 0.34393E-02	-0.15802E-02	-2.6086E-06	-0.11551E-02	-2.3207E-06	0.000020298
12032	-0.34301E-02	 0.15788E-02	-3.3831E-06	 0.11526E-02	-0.00000224	0.000019841
12033	 0.35407E-02	-0.16338E-02	-2.4825E-06	-0.10669E-02	-2.1933E-06	0.000021372
12033	-0.35335E-02	 0.16326E-02	-0.000002089	 0.10652E-02	-1.9582E-06	0.000019307
12034	 0.33244E-02	-0.15400E-02	-1.9935E-06	-0.88786E-03	-1.9267E-06	0.000021297
12034	-0.33912E-02	 0.15724E-02	-9.1084E-07	 0.90451E-03	-1.6965E-06	0.000018903
12035	 0.18194E-02	-0.84518E-03	-3.8971E-07	-0.44135E-03	-1.3016E-06	0.000016175
12035	-0.24377E-02	 0.11336E-02	-8.8742E-07	 0.57857E-03	-1.1921E-06	0.000014895
12036	-0.22891E-03	 0.10650E-03	5.8146E-07	 0.45255E-04	-6.1703E-07	8.4358E-06
12036	-0.11071E-02	 0.51594E-03	-6.939E-07	 0.23951E-03	-6.1825E-07	8.4555E-06
12037	-0.94683E-03	 0.44104E-03	6.9789E-07	 0.19422E-03	-2.413E-07	3.4301E-06
12037	-0.64836E-03	 0.30204E-03	4.7861E-07	 0.13218E-03	-2.5198E-07	3.5785E-06
12038	-0.74828E-03	 0.34868E-03	9.0003E-07	 0.14532E-03	1.9465E-08	-3.6213E-07
12038	-0.73883E-03	 0.34429E-03	9.119E-07	 0.14293E-03	2.2705E-08	-4.0962E-07
12039	-0.54691E-03	 0.25470E-03	1.4826E-06	 0.99209E-04	2.8525E-07	-4.7376E-06
12039	-0.59962E-03	 0.27938E-03	1.3396E-06	 0.10887E-03	2.8595E-07	-4.7497E-06
12040	-0.38059E-03	 0.17707E-03	0.000001668	 0.64921E-04	6.4652E-07	-0.000011302
12040	-0.30153E-03	 0.14029E-03	1.2889E-06	 0.51974E-04	6.5027E-07	-0.000011367
12041	-0.20819E-03	 0.97900E-04	-1.2154E-06	 0.34331E-04	1.2298E-06	-0.000022219
12041	 0.35832E-04	-0.17533E-04	1.6432E-06	-0.56231E-05	1.2263E-06	-0.000022154
12042	-0.31061E-04	 0.19092E-04	-9.7377E-06	 0.55439E-05	1.7538E-06	-0.000032094
12042	 0.21152E-03	-0.10097E-03	4.3875E-06	-0.34255E-04	0.000001703	-0.000031166
12043	 0.52451E-04	-0.18118E-04	-0.000013656	-0.77858E-05	1.9337E-06	-0.000035202
12043	 0.22436E-03	-0.10535E-03	9.2869E-07	-0.36323E-04	1.8155E-06	-0.00003306
12044	 0.62048E-04	-0.21601E-04	-0.000015786	-0.94119E-05	0.000001969	-0.000035124
12044	 0.21707E-03	-0.99634E-04	-3.9331E-06	-0.35620E-04	1.8127E-06	-0.000032349
12045	 0.64149E-04	-0.22149E-04	-0.000016696	-0.99538E-05	1.9909E-06	-0.000034637
12045	 0.21602E-03	-0.97092E-04	-8.2416E-06	-0.36118E-04	0.000001845	-0.000032114
12046	 0.62317E-04	-0.21172E-04	-0.000016936	-0.98959E-05	1.9913E-06	-0.000033705
12046	 0.21807E-03	-0.96334E-04	-0.000011833	-0.37290E-04	1.9128E-06	-0.000032392
12047	 0.57223E-04	-0.18788E-04	-0.000016928	-0.92568E-05	1.9636E-06	-0.000032344
12047	 0.22311E-03	-0.97170E-04	-0.000015005	-0.39047E-04	2.0094E-06	-0.000033112
12048	 0.49737E-04	-0.15292E-04	-0.000016914	-0.80918E-05	0.0000019	-0.000030634
12048	 0.23064E-03	-0.99329E-04	-0.000017839	-0.41102E-04	2.1163E-06	-0.00003413
12049	 0.40718E-04	-0.11037E-04	-0.000017	-0.65286E-05	1.8028E-06	-0.000028679
12049	 0.23990E-03	-0.10243E-03	-0.000020409	-0.43218E-04	0.000002219	-0.000035301
12050	 0.30883E-04	-0.63378E-05	-0.000017228	-0.47270E-05	1.6811E-06	-0.000026576
12050	 0.25018E-03	-0.10612E-03	-0.000022754	-0.45262E-04	2.3098E-06	-0.000036497
12051	 0.20937E-04	-0.15221E-05	-0.000017597	-0.28501E-05	1.5399E-06	-0.000024406
12051	 0.26074E-03	-0.11004E-03	-0.000024924	-0.46982E-04	0.000002377	-0.000037625
12052	 0.11825E-04	 0.29545E-05	-0.000018073	-0.11167E-05	1.3805E-06	-0.000022239
12052	 0.27065E-03	-0.11372E-03	-0.000026977	-0.47920E-04	2.4031E-06	-0.000038615
12053	 0.45529E-05	 0.66182E-05	-0.000018644	 0.24098E-06	1.2147E-06	-0.000020122
12053	 0.27887E-03	-0.11667E-03	-0.000028966	-0.47984E-04	2.3908E-06	-0.000039429
12054	-0.66597E-06	 0.93548E-05	-0.00001928	 0.11847E-05	1.0657E-06	-0.000018083
12054	 0.28512E-03	-0.11870E-03	-0.000030937	-0.47907E-04	2.3779E-06	-0.000040049
12055	-0.49938E-05	 0.11691E-04	-0.000019949	 0.19803E-05	9.4792E-07	-0.000016131
12055	 0.29047E-03	-0.12030E-03	-0.000032857	-0.48722E-04	2.4058E-06	-0.000040478
12056	-0.10369E-04	 0.14505E-04	-0.000020601	 0.30388E-05	8.5829E-07	-0.000014279
12056	 0.29680E-03	-0.12235E-03	-0.000034715	-0.51051E-04	2.4881E-06	-0.000040729
12057	-0.18419E-04	 0.18528E-04	-0.000021175	 0.46970E-05	7.8097E-07	-0.00001255
12057	 0.30573E-03	-0.12562E-03	-0.000036469	-0.54658E-04	2.5965E-06	-0.000040814
12058	-0.29444E-04	 0.23899E-04	-0.000021668	 0.69738E-05	6.9842E-07	-0.00001096
12058	 0.31758E-03	-0.13033E-03	-0.000038114	-0.58487E-04	2.6768E-06	-0.000040763
