Node #	x (correct)	y (correct)	z (correct)	xy (correct)	yz (correct)	xz (correct)
11662	5.7335E-08	-0.25399E-07	-1.6358E-09	 0.22221E-07	-3.1689E-09	-2.4005E-08
11662	5.686E-08	-0.25190E-07	-1.6173E-09	 0.22038E-07	-3.1393E-09	-2.3781E-08
11663	9.1296E-08	-0.40552E-07	-2.4683E-09	 0.34738E-07	-4.6615E-09	-3.5983E-08
11663	8.9672E-08	-0.39822E-07	-2.4416E-09	 0.34120E-07	-4.6163E-09	-3.5634E-08
11664	1.3761E-07	-0.61165E-07	-3.6776E-09	 0.52067E-07	-6.945E-09	-5.3922E-08
11664	1.3502E-07	-0.60003E-07	-3.6269E-09	 0.51084E-07	-6.8756E-09	-5.3383E-08
11665	2.0167E-07	-0.89563E-07	-5.3703E-09	 0.77479E-07	-1.0684E-08	-8.1699E-08
11665	1.9977E-07	-0.88732E-07	-5.2991E-09	 0.76760E-07	-1.0572E-08	-8.0835E-08
11666	2.9218E-07	-0.12976E-06	-7.5043E-09	 0.11420E-06	-1.6656E-08	-1.2527E-07
11666	2.9271E-07	-0.13003E-06	-7.4329E-09	 0.11442E-06	-1.6562E-08	-1.2456E-07
11667	4.2789E-07	-0.19010E-06	-1.0833E-08	 0.16735E-06	-2.5963E-08	-1.9523E-07
11667	4.2098E-07	-0.18702E-06	-1.0657E-08	 0.16466E-06	-2.5976E-08	-1.9532E-07
11668	6.3133E-07	-0.28126E-06	-1.4698E-08	 0.24440E-06	-4.134E-08	-3.1425E-07
11668	5.9774E-07	-0.26604E-06	-1.4447E-08	 0.23136E-06	-4.0375E-08	-3.069E-07
11669	8.6976E-07	-0.38812E-06	-1.9153E-08	 0.33502E-06	-6.6812E-08	-5.1046E-07
11669	9.0653E-07	-0.40472E-06	-1.955E-08	 0.34923E-06	-6.4799E-08	-4.9508E-07
11670	1.1602E-06	-0.51787E-06	-2.473E-08	 0.45025E-06	-1.048E-07	-7.945E-07
11670	1.4019E-06	-0.62866E-06	-2.3657E-08	 0.54505E-06	-1.139E-07	-8.6341E-07
11671	2.2216E-06	-0.99749E-06	-3.3411E-08	 0.87324E-06	-1.7907E-07	-1.3445E-06
11671	1.4686E-06	-0.65959E-06	-2.1821E-08	 0.57607E-06	-1.9185E-07	-1.4411E-06
11672	4.3623E-06	-0.19815E-05	-1.781E-08	 0.17121E-05	-3.8363E-07	-2.8936E-06
11672	8.1464E-07	-0.35640E-06	-3.2401E-08	 0.31755E-06	-2.1954E-07	-1.6546E-06
11673	5.9958E-06	-0.27761E-05	8.3251E-08	 0.23318E-05	-0.000000645	-4.9383E-06
11673	1.1445E-07	-0.24146E-08	-1.0686E-07	 0.32169E-07	-9.8241E-08	-7.4791E-07
11674	6.4204E-06	-0.30765E-05	3.0735E-07	 0.24911E-05	-8.5237E-07	-0.00000661
11674	-2.1021E-07	 0.21192E-06	-2.4878E-07	-0.11067E-06	1.0862E-07	8.4352E-07
11675	0.000006435	-0.32378E-05	6.4092E-07	 0.25490E-05	-1.0571E-06	-8.1562E-06
11675	-2.5217E-07	 0.32627E-06	-4.5323E-07	-0.15240E-06	3.0569E-07	2.3568E-06
11676	0.000006346	-0.33896E-05	1.0613E-06	 0.26148E-05	-1.2731E-06	-9.6427E-06
11676	-2.0234E-07	 0.42505E-06	-7.1466E-07	-0.16839E-06	4.8888E-07	3.7016E-06
11677	6.2028E-06	-0.35486E-05	1.5474E-06	 0.26487E-05	-1.4788E-06	-0.000011084
11677	-9.4539E-08	 0.52198E-06	-1.0288E-06	-0.16761E-06	6.5305E-07	4.8955E-06
11678	5.9774E-06	-0.37003E-05	2.0909E-06	 0.26064E-05	-1.6512E-06	-0.000012485
11678	1.0432E-07	 0.59510E-06	-1.3806E-06	-0.13296E-06	7.8604E-07	5.9437E-06
11679	5.6325E-06	-0.38290E-05	0.000002701	 0.25173E-05	-1.8086E-06	-0.000013833
11679	0.00000042	 0.62563E-06	-1.7554E-06	-0.55423E-07	8.9421E-07	0.00000684
11680	5.2069E-06	-0.39408E-05	3.3608E-06	 0.24510E-05	-1.9904E-06	-0.000015109
11680	8.125E-07	 0.63264E-06	-2.1551E-06	 0.48407E-07	9.9734E-07	0.000007573
11681	4.8044E-06	-0.40666E-05	4.0369E-06	 0.24537E-05	-2.2156E-06	-0.000016304
11681	1.1951E-06	 0.66825E-06	-2.6058E-06	 0.14642E-06	1.1066E-06	8.1475E-06
11682	0.000004528	-0.42374E-05	0.000004692	 0.25387E-05	-2.4748E-06	-0.000017425
11682	1.4889E-06	 0.78424E-06	-3.1414E-06	 0.20402E-06	0.000001219	8.5885E-06
11683	4.4239E-06	-0.44675E-05	5.3065E-06	 0.26869E-05	-2.7343E-06	-0.000018493
11683	1.6685E-06	 0.10050E-05	-3.7906E-06	 0.19919E-06	1.3211E-06	8.9383E-06
11684	4.4598E-06	-0.47418E-05	5.8745E-06	 0.28556E-05	-2.9592E-06	-0.000019518
11684	1.7647E-06	 0.13029E-05	-4.5252E-06	 0.14135E-06	1.3989E-06	0.000009227
11685	4.5617E-06	-0.50459E-05	6.4349E-06	 0.30082E-05	-3.1362E-06	-0.000020512
11685	1.8296E-06	 0.16416E-05	-5.3182E-06	 0.56636E-07	1.4512E-06	9.4876E-06
11686	4.6501E-06	-0.53614E-05	7.0259E-06	 0.31183E-05	-3.2682E-06	-0.000021481
11686	1.9148E-06	 0.19780E-05	-0.000006126	-0.22118E-07	1.4812E-06	9.7279E-06
11687	4.6716E-06	-0.56734E-05	7.6725E-06	 0.31931E-05	-0.000003382	-0.00002242
11687	2.0526E-06	 0.22788E-05	-6.9081E-06	-0.72463E-07	1.4992E-06	0.000009927
11688	0.000004639	-0.59791E-05	0.000008362	 0.32726E-05	-0.000003514	-0.000023324
11688	2.2315E-06	 0.25517E-05	-7.6701E-06	-0.10136E-06	1.5195E-06	0.000010071
11689	4.6098E-06	-0.62853E-05	9.0542E-06	 0.33830E-05	-3.6716E-06	-0.000024194
11689	2.4181E-06	 0.28307E-05	-8.4531E-06	-0.13094E-06	1.5452E-06	0.000010164
11690	4.6222E-06	-0.65955E-05	0.000009715	 0.35108E-05	-3.8276E-06	-0.000025031
11690	2.5962E-06	 0.31324E-05	-9.2766E-06	-0.17095E-06	1.5654E-06	0.000010213
11691	4.6622E-06	-0.69134E-05	0.000010362	 0.36293E-05	-3.9583E-06	-0.000025839
11691	2.7727E-06	 0.34450E-05	-0.000010122	-0.21421E-06	1.5711E-06	0.000010224
11692	4.6952E-06	-0.72367E-05	0.000011026	 0.37347E-05	-4.0713E-06	-0.000026617
11692	2.9609E-06	 0.37461E-05	-0.000010954	-0.24938E-06	1.5652E-06	0.000010193
11693	4.7155E-06	-0.75603E-05	0.000011703	 0.38432E-05	-4.1868E-06	-0.000027361
11693	3.1636E-06	 0.40327E-05	-0.000011769	-0.27581E-06	1.5554E-06	0.000010117
11694	4.7455E-06	-0.78829E-05	0.000012372	 0.39695E-05	-4.3128E-06	-0.000028071
11694	3.3708E-06	 0.43174E-05	-0.000012584	-0.30132E-06	0.000001544	9.9927E-06
11695	0.000004815	-0.82059E-05	0.000013006	 0.41225E-05	-4.4479E-06	-0.000028746
11695	3.5703E-06	 0.46165E-05	-0.000013423	-0.33504E-06	1.5309E-06	9.8262E-06
11696	4.9423E-06	-0.85260E-05	0.000013577	 0.42914E-05	-4.5747E-06	-0.000029379
11696	3.7609E-06	 0.49359E-05	-0.000014298	-0.37825E-06	1.5116E-06	9.6265E-06
11697	5.1071E-06	-0.88460E-05	0.000014107	 0.44509E-05	-0.000004673	-0.00002997
11697	3.9514E-06	 0.52598E-05	-0.000015181	-0.42126E-06	1.4814E-06	9.4043E-06
11698	5.2647E-06	-0.91626E-05	0.000014633	 0.45799E-05	-4.7368E-06	-0.000030511
11698	4.1631E-06	 0.55573E-05	-0.000016028	-0.44657E-06	1.4388E-06	9.1549E-06
11699	5.3627E-06	-0.94700E-05	0.000015192	 0.46591E-05	-4.7659E-06	-0.000031
11699	4.4235E-06	 0.57931E-05	-0.000016789	-0.43453E-06	1.3818E-06	8.8582E-06
11700	5.3576E-06	-0.97656E-05	0.000015824	 0.46957E-05	-4.7812E-06	-0.000031434
11700	4.7417E-06	 0.59381E-05	-0.00001741	-0.37600E-06	0.000001312	8.4802E-06
11701	5.2678E-06	-0.10045E-04	0.000016509	 0.47290E-05	-4.8172E-06	-0.00003182
11701	5.1071E-06	 0.60079E-05	-0.000017916	-0.28257E-06	1.2345E-06	7.9931E-06
11702	5.1642E-06	-0.10300E-04	0.000017162	 0.47909E-05	-4.8834E-06	-0.000032146
11702	5.5025E-06	 0.60407E-05	-0.000018372	-0.17102E-06	1.1451E-06	7.3612E-06
11703	5.1216E-06	-0.10528E-04	0.000017703	 0.48959E-05	-0.000004969	-0.000032399
11703	5.9054E-06	 0.60768E-05	-0.000018842	-0.57968E-07	1.0387E-06	6.5813E-06
11704	5.1876E-06	-0.10732E-04	0.000018087	 0.50396E-05	-5.0517E-06	-0.000032561
11704	0.000006293	 0.61434E-05	-0.000019362	 0.42780E-07	9.1501E-07	5.6893E-06
11705	5.3527E-06	-0.10908E-04	0.000018313	 0.51829E-05	-5.0936E-06	-0.000032608
11705	6.6754E-06	 0.62301E-05	-0.000019921	 0.13711E-06	7.7306E-07	4.7168E-06
11706	5.5309E-06	-0.11054E-04	0.000018452	 0.52696E-05	-5.0658E-06	-0.000032513
11706	7.0945E-06	 0.62741E-05	-0.000020423	 0.25549E-06	6.1073E-07	3.6604E-06
11707	5.6089E-06	-0.11160E-04	0.000018595	 0.52709E-05	-4.9773E-06	-0.00003226
11707	7.5987E-06	 0.62022E-05	-0.000020759	 0.43327E-06	4.2814E-07	2.4881E-06
11708	5.5207E-06	-0.11211E-04	0.000018781	 0.51996E-05	-4.8622E-06	-0.000031842
11708	0.000008217	 0.59741E-05	-0.000020871	 0.69100E-06	2.2173E-07	1.1389E-06
11709	5.2848E-06	-0.11193E-04	0.000018966	 0.50926E-05	-4.7497E-06	-0.000031249
11709	8.9498E-06	 0.56009E-05	-0.000020781	 0.10291E-05	-1.7935E-08	-4.5533E-07
11710	4.9652E-06	-0.11091E-04	0.000019058	 0.49611E-05	-4.6317E-06	-0.000030463
11710	9.7909E-06	 0.51193E-05	-0.000020562	 0.14369E-05	-3.0214E-07	-2.3493E-06
11711	0.000004586	-0.10904E-04	0.000019026	 0.47929E-05	-4.4862E-06	-0.000029454
11711	0.000010736	 0.45363E-05	-0.000020226	 0.19109E-05	-6.3915E-07	-4.5827E-06
11712	4.1452E-06	-0.10622E-04	0.000018849	 0.45812E-05	-4.3055E-06	-0.000028185
11712	0.000011795	 0.38482E-05	-0.000019774	 0.24572E-05	-1.0347E-06	-7.1857E-06
11713	3.6404E-06	-0.10234E-04	0.000018509	 0.43264E-05	-4.0868E-06	-0.00002661
11713	0.000012979	 0.30524E-05	-0.000019209	 0.30869E-05	-1.4977E-06	-0.000010192
11714	3.0943E-06	-0.97310E-05	0.000017963	 0.40387E-05	-3.8274E-06	-0.000024673
11714	0.000014289	 0.21628E-05	-0.000018561	 0.38107E-05	-2.0409E-06	-0.000013629
11715	2.5313E-06	-0.90984E-05	0.000017154	 0.37048E-05	-3.5015E-06	-0.000022308
11715	0.000015735	 0.11929E-05	-0.000017869	 0.46240E-05	-2.6672E-06	-0.000017514
11716	1.8519E-06	-0.83051E-05	0.000016106	 0.32441E-05	-3.0636E-06	-0.000019452
11716	0.000017419	 0.82387E-07	-0.000017111	 0.55226E-05	-3.3493E-06	-0.000021866
11717	7.8052E-07	-0.72978E-05	0.00001497	 0.25504E-05	-2.4994E-06	-0.000016032
11717	0.000019534	-0.13242E-05	-0.000016149	 0.65555E-05	-4.0659E-06	-0.000026798
11718	-8.687E-07	-0.60183E-05	0.000013814	 0.16086E-05	-0.000001863	-0.000012039
11718	0.000022195	-0.31207E-05	-0.000014879	 0.78770E-05	-4.8863E-06	-0.000032437
11719	-2.8934E-06	-0.45054E-05	0.000012525	 0.50737E-06	-1.1797E-06	-7.4552E-06
11719	0.000025287	-0.51423E-05	-0.000013501	 0.96528E-05	-5.9757E-06	-0.000038877
11720	-4.8251E-06	-0.28657E-05	0.000010862	-0.66053E-06	-3.7756E-07	-2.2073E-06
11720	0.000028531	-0.71012E-05	-0.000012333	 0.11872E-04	-7.4341E-06	-0.000046082
11721	-6.3749E-06	-0.11889E-05	0.000008728	-0.18302E-05	6.4576E-07	3.8703E-06
11721	0.000031759	-0.88522E-05	-0.000011545	 0.14291E-04	-9.1744E-06	-0.000053932
11722	-7.7932E-06	 0.56330E-06	6.2924E-06	-0.30402E-05	1.9077E-06	0.000010913
11722	0.000035202	-0.10549E-04	-0.000011103	 0.16632E-04	-0.000010934	-0.000062283
11723	-9.8338E-06	 0.25737E-05	3.9067E-06	-0.45239E-05	3.3478E-06	0.000019024
11723	0.000039441	-0.12549E-04	-0.000010849	 0.18959E-04	-0.00001252	-0.000071056
11724	-0.000013194	 0.50253E-05	1.8489E-06	-0.65899E-05	4.9286E-06	0.000028165
11724	0.000044997	-0.15083E-04	-0.000010754	 0.21730E-04	-0.000014024	-0.000080159
11725	-0.000018125	 0.79046E-05	3.7243E-07	-0.94223E-05	6.6534E-06	0.000037978
11725	0.000052014	-0.18114E-04	-0.000010962	 0.25368E-04	-0.000015634	-0.000089325
11726	-0.000024618	 0.11107E-04	-3.1469E-07	-0.13034E-04	8.4574E-06	0.000047896
11726	0.000060451	-0.21515E-04	-0.000011691	 0.29888E-04	-0.000017314	-0.000098143
11727	-0.000032813	 0.14606E-04	7.9371E-09	-0.17308E-04	0.000010106	0.00005715
11727	0.000070417	-0.25289E-04	-0.000013121	 0.34935E-04	-0.000018737	-0.00010601
11728	-0.000042929	 0.18452E-04	1.4851E-06	-0.22119E-04	0.000011311	0.000064692
11728	0.000082072	-0.29539E-04	-0.000015249	 0.40237E-04	-0.000019591	-0.00011207
11729	-0.000054765	 0.22550E-04	4.1125E-06	-0.27452E-04	0.000011959	0.000069383
11729	0.00009515	-0.34172E-04	-0.000017973	 0.45929E-04	-0.000019883	-0.00011535
11730	-0.000067488	 0.26668E-04	7.5157E-06	-0.33313E-04	0.000012053	0.000070225
11730	0.0001088	-0.38894E-04	-0.000020981	 0.52252E-04	-0.000019746	-0.00011503
11731	-0.00007985	 0.30526E-04	0.00001105	-0.39376E-04	0.000011541	0.000066775
11731	0.00012188	-0.43324E-04	-0.000023936	 0.58924E-04	-0.000019167	-0.00011086
11732	-0.000090674	 0.33953E-04	0.000013993	-0.44956E-04	0.000010355	0.000059329
11732	0.00013337	-0.47223E-04	-0.000026463	 0.65133E-04	-0.000018037	-0.00010326
11733	-0.000099346	 0.36945E-04	0.000015853	-0.49323E-04	8.5486E-06	0.000048862
11733	0.00014281	-0.50600E-04	-0.000028215	 0.69981E-04	-0.000016336	-0.00009326
11734	-0.00010589	 0.39604E-04	0.000016499	-0.52160E-04	6.3673E-06	0.000036781
11734	0.00015021	-0.53628E-04	-0.000028935	 0.73061E-04	-0.000014248	-0.000082111
11735	-0.00011061	 0.41970E-04	0.000016115	-0.53745E-04	4.1442E-06	0.000024454
11735	0.00015584	-0.56409E-04	-0.000028598	 0.74736E-04	-0.000012092	-0.000070956
11736	-0.00011382	 0.43993E-04	0.000015013	-0.54701E-04	2.1341E-06	0.000012968
11736	0.00015993	-0.58900E-04	-0.000027399	 0.75816E-04	-0.000010154	-0.000060623
11737	-0.00011566	 0.45561E-04	0.000013436	-0.55676E-04	4.3856E-07	2.9902E-06
11737	0.00016258	-0.60878E-04	-0.000025743	 0.77130E-04	-8.5802E-06	-0.000051553
11738	-0.000116	 0.46533E-04	0.000011531	-0.56857E-04	-9.6746E-07	-5.2606E-06
11738	0.00016374	-0.62091E-04	-0.000024057	 0.78957E-04	-7.3716E-06	-0.000043884
11739	-0.0001149	 0.46918E-04	0.000009433	-0.57683E-04	-2.1371E-06	-0.0000119
11739	0.00016354	-0.62541E-04	-0.000022609	 0.80544E-04	-6.4128E-06	-0.000037599
11740	-0.00011305	 0.47076E-04	7.2666E-06	-0.57340E-04	-3.0611E-06	-0.000017159
11740	0.00016266	-0.62652E-04	-0.000021452	 0.80623E-04	-5.5779E-06	-0.000032645
11741	-0.00011152	 0.47376E-04	5.3418E-06	-0.55780E-04	-3.7146E-06	-0.000021302
11741	0.00016204	-0.62981E-04	-0.000020437	 0.78930E-04	-4.8231E-06	-0.000028846
11742	-0.00011086	 0.47927E-04	3.8129E-06	-0.54133E-04	-4.1565E-06	-0.000024539
11742	0.00016216	-0.63706E-04	-0.000019414	 0.76941E-04	-4.1921E-06	-0.000025869
11743	-0.00011087	 0.48554E-04	2.6164E-06	-0.53536E-04	-4.5068E-06	-0.000027012
11743	0.00016277	-0.64533E-04	-0.000018426	 0.76269E-04	-3.7189E-06	-0.000023369
11744	-0.00011086	 0.48987E-04	1.5996E-06	-0.54093E-04	-4.8445E-06	-0.00002885
11744	0.00016318	-0.65062E-04	-0.000017572	 0.77176E-04	-3.3738E-06	-0.000021124
11745	-0.00011024	 0.49066E-04	6.2662E-07	-0.55038E-04	-5.1651E-06	-0.000030192
11745	0.00016291	-0.65111E-04	-0.000016916	 0.78717E-04	-3.0975E-06	-0.000019075
11746	-0.00010902	 0.48869E-04	-2.8898E-07	-0.55384E-04	-5.4092E-06	-0.000031196
11746	0.00016207	-0.64847E-04	-0.000016447	 0.79539E-04	-2.8319E-06	-0.000017235
11747	-0.00010775	 0.48697E-04	-1.1308E-06	-0.54785E-04	-5.5248E-06	-0.000031929
11747	0.00016119	-0.64634E-04	-0.000016081	 0.79022E-04	-2.5606E-06	-0.000015655
11748	-0.00010702	 0.48778E-04	-1.8355E-06	-0.53632E-04	-5.5227E-06	-0.000032441
11748	0.00016083	-0.64754E-04	-0.000015726	 0.77597E-04	-2.2892E-06	-0.000014278
11749	-0.00010716	 0.49185E-04	-2.3563E-06	-0.52586E-04	-5.4535E-06	-0.00003274
11749	0.00016125	-0.65282E-04	-0.000015314	 0.76140E-04	-2.0259E-06	-0.00001298
11750	-0.000108	 0.49803E-04	-2.7461E-06	-0.52335E-04	-5.3901E-06	-0.00003279
11750	0.00016223	-0.66014E-04	-0.00001487	 0.75644E-04	-0.000001782	-0.000011646
11751	-0.00010879	 0.50260E-04	-3.0467E-06	-0.53227E-04	-5.4026E-06	-0.000032595
11751	0.00016303	-0.66525E-04	-0.000014422	 0.76770E-04	-1.5568E-06	-0.000010171
11752	-0.00010863	 0.50173E-04	-3.3445E-06	-0.54914E-04	-5.4995E-06	-0.000032186
11752	0.00016279	-0.66377E-04	-0.00001404	 0.79202E-04	-1.3365E-06	-8.5465E-06
11753	-0.00010696	 0.49396E-04	-0.000003722	-0.56429E-04	-5.6211E-06	-0.000031619
11753	0.00016102	-0.65403E-04	-0.000013787	 0.81677E-04	-1.1048E-06	-6.8687E-06
11754	-0.00010377	 0.47985E-04	-4.1536E-06	-0.56882E-04	-5.7028E-06	-0.000030982
11754	0.00015776	-0.63744E-04	-0.000013635	 0.82990E-04	-8.5923E-07	-5.2468E-06
11755	-0.00009949	 0.46181E-04	-0.000004631	-0.55951E-04	-5.7084E-06	-0.000030336
11755	0.00015348	-0.61695E-04	-0.000013563	 0.82613E-04	-6.1665E-07	-0.000003786
11756	-0.000094736	 0.44254E-04	-5.1077E-06	-0.53843E-04	-5.6327E-06	-0.000029718
11756	0.00014879	-0.59572E-04	-0.000013523	 0.80680E-04	-3.9686E-07	-2.5451E-06
11757	-0.000089991	 0.42371E-04	-5.5498E-06	-0.51149E-04	-5.5056E-06	-0.000029133
11757	0.00014413	-0.57553E-04	-0.000013472	 0.77901E-04	-2.1218E-07	-1.5281E-06
11758	-0.000085452	 0.40564E-04	-5.9385E-06	-0.48466E-04	-5.3722E-06	-0.00002857
11758	0.00013963	-0.55635E-04	-0.000013389	 0.75065E-04	-6.3848E-08	-7.0699E-07
11759	-0.000081046	 0.38785E-04	-6.3021E-06	-0.46046E-04	-5.2599E-06	-0.00002801
11759	0.00013519	-0.53719E-04	-0.000013291	 0.72558E-04	5.2018E-08	-5.7038E-08
11760	-0.000076566	 0.36940E-04	-6.6344E-06	-0.43776E-04	-5.1709E-06	-0.00002746
11760	0.00013064	-0.51731E-04	-0.000013178	 0.70305E-04	1.4306E-07	4.5801E-07
11761	-0.000071972	 0.35043E-04	-6.9506E-06	-0.41381E-04	-0.000005079	-0.000026926
11761	0.00012599	-0.49711E-04	-0.000013063	 0.67910E-04	2.1186E-07	8.5258E-07
11762	-0.000067496	 0.33214E-04	-7.2458E-06	-0.38780E-04	-4.9587E-06	-0.00002641
11762	0.00012145	-0.47790E-04	-0.000012934	 0.65139E-04	2.5759E-07	1.1271E-06
11763	-0.000063344	 0.31529E-04	-0.000007513	-0.36217E-04	-4.8212E-06	-0.0000259
11763	0.00011722	-0.46039E-04	-0.000012777	 0.62292E-04	2.8333E-07	1.2978E-06
11764	-0.00005946	 0.29933E-04	-7.7446E-06	-0.33938E-04	-4.6988E-06	-0.000025385
11764	0.00011323	-0.44385E-04	-0.000012593	 0.59811E-04	2.9754E-07	0.000001402
11765	-0.000055609	 0.28319E-04	-0.000007958	-0.31916E-04	-4.6054E-06	-0.000024855
11765	0.00010924	-0.42701E-04	-0.000012399	 0.57759E-04	3.0579E-07	1.4644E-06
11766	-0.000051639	 0.26641E-04	-8.1616E-06	-0.29904E-04	-4.5218E-06	-0.000024317
11766	0.00010511	-0.40937E-04	-0.000012195	 0.55769E-04	3.0844E-07	1.4915E-06
11767	-0.000047581	 0.24929E-04	-8.3604E-06	-0.27766E-04	-4.4279E-06	-0.000023773
11767	0.00010084	-0.39133E-04	-0.00001198	 0.53575E-04	3.0329E-07	1.4776E-06
11768	-0.000043536	 0.23226E-04	-8.5488E-06	-0.25546E-04	-4.3216E-06	-0.000023231
11768	0.000096543	-0.37341E-04	-0.00001175	 0.51206E-04	2.9086E-07	1.4267E-06
11769	-0.000039587	 0.21566E-04	-8.7259E-06	-0.23322E-04	-4.2058E-06	-0.000022689
11769	0.00009234	-0.35607E-04	-0.000011508	 0.48772E-04	2.735E-07	1.3511E-06
11770	-0.000035766	 0.19956E-04	-8.8914E-06	-0.21181E-04	-4.0908E-06	-0.000022146
11770	0.000088261	-0.33930E-04	-0.000011254	 0.46426E-04	2.5393E-07	1.2617E-06
11771	-0.000032032	 0.18378E-04	-9.0548E-06	-0.19138E-04	-3.9828E-06	-0.000021596
11771	0.00008426	-0.32281E-04	-0.000010996	 0.44223E-04	2.3376E-07	1.1654E-06
11772	-0.000028314	 0.16803E-04	-9.2157E-06	-0.17134E-04	-3.8801E-06	-0.000021041
11772	0.000080278	-0.30634E-04	-0.000010737	 0.42102E-04	2.1451E-07	1.0715E-06
11773	-0.000024555	 0.15209E-04	-9.3734E-06	-0.15120E-04	-3.7799E-06	-0.000020484
11773	0.000076272	-0.28974E-04	-0.000010477	 0.40000E-04	1.9736E-07	9.8838E-07
11774	-0.000020802	 0.13619E-04	-9.5317E-06	-0.13074E-04	-3.6709E-06	-0.000019927
11774	0.000072288	-0.27331E-04	-0.000010218	 0.37813E-04	1.8191E-07	9.1623E-07
11775	-0.000017212	 0.12108E-04	-9.6913E-06	-0.11067E-04	-3.5452E-06	-0.000019368
11775	0.000068473	-0.25783E-04	-9.9551E-06	 0.35548E-04	1.6775E-07	8.5368E-07
11776	-0.000013897	 0.10719E-04	-9.8532E-06	-0.92166E-05	-3.4149E-06	-0.000018804
11776	0.000064928	-0.24357E-04	-9.6915E-06	 0.33400E-04	1.5672E-07	8.0736E-07
11777	-0.000010754	 0.94003E-05	-0.000010015	-0.75241E-05	-3.3017E-06	-0.000018232
11777	0.000061538	-0.22980E-04	-9.4296E-06	 0.31532E-04	1.5221E-07	7.9148E-07
11778	-7.5218E-06	 0.80369E-05	-0.000010178	-0.58410E-05	-3.2135E-06	-0.00001765
11778	0.000058027	-0.21523E-04	-9.1714E-06	 0.29858E-04	1.5566E-07	8.1254E-07
11779	-4.0082E-06	 0.65504E-05	-0.000010344	-0.40022E-05	-3.1336E-06	-0.000017061
11779	0.000054207	-0.19924E-04	-8.9092E-06	 0.28095E-04	1.6528E-07	8.6428E-07
11780	-1.8283E-07	 0.49302E-05	-0.000010512	-0.19538E-05	-3.0462E-06	-0.000016474
11780	0.000050077	-0.18195E-04	-8.6485E-06	 0.26072E-04	1.8015E-07	9.4528E-07
11781	3.9149E-06	 0.31911E-05	-0.000010676	 0.27842E-06	-2.9553E-06	-0.000015894
11781	0.000045686	-0.16355E-04	-8.3886E-06	 0.23842E-04	2.0141E-07	1.0604E-06
11782	8.3766E-06	 0.12960E-05	-0.00001084	 0.27677E-05	-2.8823E-06	-0.000015316
11782	0.000040903	-0.14330E-04	-8.1329E-06	 0.21501E-04	2.2975E-07	1.2032E-06
11783	0.000013584	-0.91445E-06	-0.000011	 0.58357E-05	-2.8458E-06	-0.00001474
11783	0.000035296	-0.11929E-04	-7.8599E-06	 0.18889E-04	2.6702E-07	1.3701E-06
11784	0.000019991	-0.36406E-05	-0.000011124	 0.98919E-05	-2.8363E-06	-0.000014171
11784	0.000028411	-0.89727E-05	-7.5696E-06	 0.15533E-04	3.1532E-07	1.5679E-06
