Time [s]	Voltage power source [V]	Voltage current sensor [V]
 224.83	3.6818	1.8735
 224.94	3.6809	1.8738
 225.06	3.6802	1.8738
 225.17	3.6803	1.8734
 225.29	3.6792	1.8737
 225.40	3.7022	1.8732
 225.52	3.6835	1.8738
 225.64	3.6799	1.8735
 225.75	3.6780	1.8736
 225.86	3.6776	1.8748
 225.98	3.6772	1.8728
 226.09	3.6766	1.8734
 226.21	3.6747	1.8746
 226.32	3.6748	1.8739
 226.43	3.6746	1.8741
 226.55	3.6749	1.8740
 226.66	3.6742	1.8739
 226.78	3.6738	1.8739
 226.89	3.6736	1.8737
 227.00	3.6738	1.8749
 227.12	3.6724	1.8740
 227.23	3.6732	1.8738
 227.35	3.6733	1.8744
 227.46	3.6724	1.8732
 227.57	3.6724	1.8726
 227.69	3.6725	1.8736
 227.81	3.6710	1.8727
 227.92	3.6704	1.8730
 228.03	3.6721	1.8727
 228.15	3.6705	1.8742
 228.26	3.6705	1.8741
 228.38	3.6707	1.8737
 228.49	3.6711	1.8736
 228.60	3.6707	1.8739
 228.72	3.6715	1.8745
 228.83	3.6698	1.8732
 228.95	3.6704	1.8737
 229.06	3.6697	1.8732
 229.18	3.6700	1.8736
 229.29	3.6702	1.8737
 229.41	3.6701	1.8730
 229.52	3.6707	1.8732
 229.63	3.6708	1.8736
 229.75	3.6711	1.8739
 229.86	3.6703	1.8737
 229.97	3.6706	1.8735
 230.09	3.6703	1.8739
 230.21	3.6705	1.8738
 230.32	3.6697	1.8741
 230.43	3.6687	1.8731
 230.54	3.6710	1.8740
 230.66	3.6701	1.8736
 230.78	3.6711	1.8734
 230.89	3.6708	1.8743
 231.00	3.6710	1.8731
 231.12	3.6695	1.8735
 231.23	3.6771	1.8739
 231.35	3.6762	1.8736
 231.46	3.6766	1.8741
 231.58	3.6765	1.8737
 231.69	3.6764	1.8745
 231.81	3.6761	1.8731
 231.92	3.6761	1.8737
 232.04	3.6815	1.8730
 232.15	3.6915	1.8710
 232.26	3.6923	1.8706
 232.38	3.7016	1.8689
 232.49	3.7130	1.8670
 232.61	3.7181	1.8673
 232.72	3.7288	1.8647
 232.83	3.7434	1.8626
 232.95	3.7522	1.8604
 233.07	3.7568	1.8602
 233.18	3.7582	1.8600
 233.30	3.7595	1.8597
 233.41	3.7639	1.8585
 233.53	3.7735	1.8571
 233.64	3.7904	1.8542
 233.76	3.8084	1.8518
 233.87	3.8222	1.8489
 233.98	3.8298	1.8479
 234.10	3.8355	1.8464
 234.21	3.8430	1.8461
 234.32	3.8512	1.8438
 234.44	3.8608	1.8423
 234.55	3.8699	1.8409
 234.66	3.8779	1.8397
 234.78	3.8844	1.8388
 234.89	3.8922	1.8372
 235.01	3.8982	1.8359
 235.13	3.9016	1.8356
 235.24	3.9112	1.8337
 235.35	3.9219	1.8324
 235.47	3.9309	1.8305
 235.58	3.9436	1.8280
 235.70	3.9556	1.8260
 235.81	3.9586	1.8265
 235.92	3.9602	1.8256
 236.04	3.9647	1.8246
 236.15	3.9740	1.8222
 236.27	3.9790	1.8216
 236.38	3.9811	1.8211
 236.49	3.9819	1.8206
 236.61	3.9849	1.8210
 236.73	3.9876	1.8198
 236.84	3.9803	1.8213
 236.95	3.9783	1.8219
 237.07	3.9772	1.8213
 237.18	3.9762	1.8210
 237.30	3.9764	1.8210
 237.41	3.9596	1.8213
 237.53	3.9576	1.8210
 237.64	3.9557	1.8214
 237.75	3.9552	1.8209
 237.87	3.9557	1.8214
 237.98	3.9562	1.8208
 238.10	3.9554	1.8208
 238.21	3.9556	1.8214
 238.33	3.9558	1.8223
 238.44	3.9539	1.8218
 238.55	3.9531	1.8208
 238.67	3.9535	1.8212
 238.78	3.9533	1.8210
 238.90	3.9528	1.8217
 239.01	3.9538	1.8215
 239.12	3.9533	1.8214
 239.24	3.9525	1.8219
 239.35	3.9528	1.8200
 239.46	3.9527	1.8212
 239.58	3.9534	1.8214
 239.69	3.9530	1.8221
 239.81	3.9525	1.8218
 239.92	3.9525	1.8222
 240.03	3.9526	1.8210
 240.15	3.9526	1.8211
 240.26	3.9521	1.8223
 240.37	3.9535	1.8210
 240.48	3.9515	1.8209
 240.60	3.9516	1.8212
 240.71	3.9508	1.8208
 240.83	3.9520	1.8216
 240.94	3.9522	1.8215
 241.06	3.9512	1.8217
 241.17	3.9532	1.8212
 241.28	3.9376	1.8207
 241.40	3.9347	1.8211
 241.52	3.9340	1.8223
 241.63	3.9487	1.8189
 241.74	3.9802	1.8140
 241.85	4.0076	1.8084
 241.97	4.0330	1.8035
 242.08	4.0492	1.8018
 242.19	4.0569	1.8005
 242.31	4.0615	1.7987
 242.42	4.0689	1.7980
 242.54	4.0753	1.7970
 242.65	4.0844	1.7967
 242.76	4.0999	1.7929
 242.88	4.1040	1.7919
 242.99	4.1093	1.7912
 243.11	4.1205	1.7888
 243.22	4.1330	1.7858
 243.33	4.1382	1.7866
 243.44	4.1422	1.7844
 243.56	4.1470	1.7832
 243.68	4.1584	1.7812
 243.79	4.1647	1.7796
 243.90	4.1722	1.7789
 244.02	4.1751	1.7781
 244.13	4.1796	1.7767
 244.24	4.1953	1.7745
 244.35	4.2025	1.7727
 244.47	4.2067	1.7717
 244.59	4.2101	1.7712
 244.70	4.2135	1.7712
 244.82	4.2198	1.7691
 244.93	4.2276	1.7678
 245.04	4.2256	1.7684
 245.16	4.2202	1.7692
 245.27	4.2202	1.7689
 245.39	4.2199	1.7693
 245.50	4.2191	1.7693
 245.61	4.2208	1.7689
 245.73	4.2316	1.7670
 245.85	4.2361	1.7658
 245.96	4.2406	1.7647
 246.07	4.2406	1.7647
 246.19	4.2399	1.7650
 246.30	4.2396	1.7645
 246.42	4.2387	1.7659
 246.53	4.2391	1.7653
 246.65	4.2395	1.7660
 246.76	4.2349	1.7664
 246.87	4.2334	1.7666
 246.99	4.2325	1.7660
 247.10	4.2328	1.7660
 247.22	4.2330	1.7658
 247.33	4.2299	1.7669
 247.44	4.2291	1.7672
 247.56	4.2262	1.7679
 247.68	4.2247	1.7686
 247.79	4.2192	1.7690
 247.90	4.2165	1.7684
 248.01	4.2159	1.7692
 248.13	4.2155	1.7688
 248.25	4.2138	1.7694
 248.36	4.2132	1.7696
 248.48	4.2134	1.7695
 248.59	4.2141	1.7697
 248.70	4.2127	1.7698
 248.82	4.2135	1.7704
 248.93	4.2139	1.7692
 249.05	4.2131	1.7695
 249.16	4.2137	1.7688
 249.28	4.2131	1.7695
 249.39	4.2138	1.7687
 249.50	4.2134	1.7696
 249.62	4.2128	1.7699
 249.74	4.2134	1.7695
 249.85	4.2126	1.7700
 249.97	4.2120	1.7690
 250.08	4.2140	1.7694
 250.19	4.2132	1.7696
 250.31	4.2128	1.7700
 250.42	4.2123	1.7707
 250.54	4.2131	1.7697
 250.66	4.2128	1.7705
 250.77	4.2125	1.7695
 250.88	4.2126	1.7694
 251.00	4.2135	1.7695
 251.11	4.2117	1.7700
 251.23	4.2131	1.7698
 251.34	4.2119	1.7696
 251.46	4.2129	1.7698
 251.57	4.2128	1.7697
 251.69	4.2129	1.7687
 251.80	4.2123	1.7692
 251.92	4.2127	1.7696
 252.03	4.2126	1.7699
 252.14	4.2120	1.7704
 252.26	4.2121	1.7693
 252.37	4.2166	1.7686
 252.49	4.2224	1.7678
 252.60	4.2441	1.7643
 252.71	4.2521	1.7620
 252.83	4.2760	1.7585
 252.95	4.2927	1.7558
 253.06	4.3124	1.7525
 253.18	4.3267	1.7503
 253.29	4.3400	1.7480
 253.40	4.3533	1.7453
 253.52	4.3643	1.7438
 253.63	4.3739	1.7424
 253.75	4.3797	1.7409
 253.86	4.3868	1.7398
 253.98	4.3981	1.7372
 254.09	4.4059	1.7370
 254.21	4.4159	1.7351
 254.32	4.4251	1.7337
 254.43	4.4348	1.7319
 254.55	4.4464	1.7293
 254.66	4.4502	1.7280
 254.78	4.4530	1.7275
 254.89	4.4577	1.7267
 255.01	4.4631	1.7253
 255.12	4.4678	1.7243
 255.24	4.4659	1.7244
 255.35	4.4660	1.7246
 255.47	4.4644	1.7239
 255.58	4.4655	1.7247
 255.69	4.4672	1.7242
 255.81	4.4713	1.7223
 255.92	4.4702	1.7223
 256.03	4.4746	1.7223
 256.14	4.4765	1.7211
 256.26	4.4751	1.7218
 256.37	4.4758	1.7210
 256.49	4.4783	1.7217
 256.60	4.4797	1.7209
 256.71	4.4812	1.7202
 256.83	4.4860	1.7192
 256.94	4.4850	1.7203
 257.06	4.4854	1.7194
 257.17	4.4838	1.7195
 257.28	4.4841	1.7195
 257.40	4.4845	1.7196
 257.51	4.4845	1.7194
 257.63	4.4838	1.7192
 257.74	4.4851	1.7191
 257.86	4.4902	1.7185
 257.97	4.4962	1.7170
 258.08	4.4961	1.7182
 258.20	4.4969	1.7176
 258.31	4.4966	1.7171
 258.43	4.4965	1.7180
 258.54	4.4958	1.7168
 258.65	4.5076	1.7171
 258.77	4.5058	1.7172
 258.89	4.5062	1.7176
 259.00	4.5060	1.7173
 259.11	4.5053	1.7177
 259.22	4.5045	1.7172
 259.34	4.5042	1.7179
 259.45	4.5046	1.7176
 259.57	4.5041	1.7177
 259.68	4.5045	1.7172
 259.80	4.5043	1.7178
 259.91	4.5037	1.7180
 260.03	4.5041	1.7176
 260.14	4.5038	1.7171
 260.25	4.5036	1.7171
 260.37	4.5040	1.7173
 260.48	4.5044	1.7180
 260.60	4.5034	1.7170
 260.71	4.5035	1.7168
 260.83	4.5040	1.7180
 260.94	4.5039	1.7172
 261.06	4.5037	1.7171
 261.17	4.5035	1.7177
 261.29	4.5036	1.7171
 261.40	4.5036	1.7176
 261.52	4.5033	1.7179
 261.63	4.5037	1.7175
 261.75	4.5032	1.7177
 261.86	4.5031	1.7176
 261.98	4.5027	1.7176
 262.09	4.5033	1.7176
 262.21	4.5039	1.7180
 262.32	4.5030	1.7180
 262.43	4.5038	1.7170
 262.55	4.5032	1.7170
 262.66	4.5070	1.7177
 262.78	4.5162	1.7177
 262.89	4.5127	1.7180
 263.00	4.5117	1.7167
 263.12	4.5464	1.7110
 263.23	4.5659	1.7070
 263.35	4.5824	1.7046
 263.46	4.6141	1.6984
 263.58	4.6606	1.6905
 263.69	4.6651	1.6897
 263.81	4.6641	1.6896
 263.92	4.6633	1.6901
 264.03	4.6830	1.6856
 264.15	4.7213	1.6790
 264.26	4.7247	1.6789
 264.38	4.7267	1.6782
 264.49	4.7341	1.6766
 264.61	4.7403	1.6755
 264.72	4.7475	1.6741
 264.83	4.7659	1.6704
 264.95	4.7728	1.6698
 265.07	4.7795	1.6678
 265.18	4.7772	1.6675
 265.30	4.7745	1.6684
 265.41	4.7730	1.6681
 265.53	4.7714	1.6684
 265.64	4.7704	1.6678
 265.76	4.7686	1.6685
 265.87	4.7682	1.6683
 265.99	4.7682	1.6680
 266.10	4.7713	1.6670
 266.22	4.7757	1.6667
 266.33	4.7785	1.6657
 266.45	4.7861	1.6640
 266.56	4.7865	1.6645
 266.68	4.7861	1.6655
 266.79	4.7860	1.6643
 266.90	4.7852	1.6642
 267.02	4.7855	1.6642
 267.13	4.7817	1.6641
 267.25	4.7773	1.6635
 267.36	4.7768	1.6636
 267.47	4.7779	1.6640
 267.59	4.7761	1.6637
 267.71	4.7758	1.6640
 267.82	4.7759	1.6647
 267.93	4.7755	1.6641
 268.05	4.7759	1.6648
 268.16	4.7751	1.6651
 268.28	4.7759	1.6640
 268.39	4.7757	1.6637
 268.51	4.7758	1.6649
 268.62	4.7756	1.6649
 268.74	4.7756	1.6641
 268.85	4.7756	1.6643
 268.97	4.7752	1.6648
 269.08	4.7754	1.6641
 269.19	4.7754	1.6645
 269.31	4.7755	1.6647
 269.42	4.7749	1.6643
 269.54	4.7757	1.6646
 269.65	4.7752	1.6646
 269.76	4.7754	1.6642
 269.87	4.7751	1.6638
 269.99	4.7749	1.6645
 270.10	4.7753	1.6642
 270.21	4.7746	1.6644
 270.33	4.7751	1.6642
 270.44	4.7757	1.6641
 270.56	4.7752	1.6643
 270.67	4.7749	1.6646
 270.78	4.7748	1.6645
 270.90	4.7751	1.6644
 271.01	4.7751	1.6644
 271.12	4.7753	1.6642
 271.23	4.7753	1.6644
 271.35	4.7752	1.6643
 271.46	4.7753	1.6644
 271.58	4.7749	1.6644
 271.69	4.7750	1.6643
 271.81	4.7754	1.6643
 271.92	4.7756	1.6645
 272.04	4.7750	1.6649
 272.15	4.7752	1.6638
 272.27	4.7751	1.6650
 272.38	4.7751	1.6651
 272.49	4.7748	1.6648
 272.61	4.7751	1.6647
 272.72	4.7755	1.6649
 272.83	4.7755	1.6652
 272.95	4.7749	1.6640
 273.06	4.7752	1.6652
 273.18	4.7751	1.6646
 273.29	4.7755	1.6642
 273.40	4.7746	1.6645
 273.52	4.7760	1.6639
 273.63	4.7746	1.6637
 273.74	4.7757	1.6639
 273.86	4.7758	1.6647
 273.98	4.7751	1.6646
 274.09	4.7750	1.6653
 274.20	4.7748	1.6640
 274.32	4.7748	1.6651
 274.43	4.7740	1.6646
 274.55	4.7756	1.6642
 274.66	4.7748	1.6644
 274.78	4.7747	1.6641
 274.89	4.7754	1.6650
 275.01	4.7759	1.6643
 275.12	4.7754	1.6645
 275.23	4.7753	1.6647
 275.35	4.7748	1.6650
 275.46	4.7754	1.6648
 
