316.2811398	-0.034
370.7151445	0.1075
328.1146191	0.0385
421.5991054	0.1695
270.1305706	0.1275
164.812605	0.1365
270.1305706	0.1035
279.597354	-0.033
306.8143564	0.0005
222.7966535	-0.0265
530.4671148	-0.029
470.1163704	-0.187
328.1146191	-0.1155
361.2483611	0.0155
357.6983173	0.1365
1039.306724	-0.066
472.4830663	-0.0495
978.9559795	-0.028
1046.406811	-0.034
883.1047973	-0.005
618.0348614	-0.02
707.969304	-0.039
704.4192602	0.3185
590.8178591	0.0895
252.3803517	0.0855
1338.69375	-0.006
1200.242042	-0.149
421.5991054	-0.0165
1368.277448	0.0475
557.6841171	-0.121
517.4502876	0.0115
623.9516011	0.138
1383.660971	0.0715
674.835562	0.073
526.917071	-0.0165
418.0490616	0.022
894.9382766	-0.0165
1142.257994	0.064
898.4883204	0.101
1009.723026	0.0195
641.70182	-0.066
1654.647646	0.045
1522.112678	-0.2125
1453.478499	-0.0165
1461.761934	-0.047
1132.79121	0.1035
1399.044494	0.013
1115.040991	0.0475
1513.829243	0.217
1226.275696	0.437
1093.740728	0.2005
1105.574208	0.3505
1031.023288	0.394
1066.523726	0.4765
1054.690247	0.488
964.7558043	0.5685
1036.940028	0.6845
1000.256242	0.8485
986.056067	0.967
1052.323551	0.9835
1031.023288	1.1315
1025.106549	0.952
1019.189809	1.013
1079.540553	1.1405
1006.172982	1.311
1054.690247	1.3825
1070.07377	1.3915
1039.306724	1.8795
1003.806286	1.719
1085.457293	1.882
1009.723026	2.0525
1085.457293	2.0995
1003.806286	2.0425
1003.806286	2.152
1021.556505	2.361
1021.556505	2.636
1019.189809	2.548
1000.256242	2.673
1025.106549	2.516
982.5060232	2.6575
1048.773507	2.7315
1070.07377	2.952
1015.639765	2.9445
1006.172982	2.8985
1103.207512	3.0005
1085.457293	3.274
1039.306724	3.436
1042.856768	3.4625
1031.023288	3.632
1058.240291	3.2565
1064.15703	3.785
1103.207512	3.8195
994.3395025	4.008
1031.023288	3.943
1066.523726	4.2055
1054.690247	4.181
1036.940028	4.3785
1042.856768	4.4375
970.672544	4.562
931.6220623	4.5775
1054.690247	4.636
1015.639765	4.78
986.056067	4.766
1006.172982	4.8945
967.1225002	5.0805
1021.556505	5.0155
1036.940028	5.245
939.9054978	5.2285
1012.089721	5.367
1000.256242	5.2345
1060.606986	5.725
943.4555416	5.59
1012.089721	5.7405
994.3395025	5.8615
1027.473245	5.934
1070.07377	6.0525
1009.723026	6.0005
1027.473245	6.3355
1091.374033	6.3825
988.4227629	6.376
1006.172982	6.505
1021.556505	6.5635
1027.473245	6.548
997.8895463	6.9165
943.4555416	7.1305
986.056067	6.845
1009.723026	7.0195
1003.806286	7.139
939.9054978	7.207
991.9728067	7.2195
964.7558043	7.3355
997.8895463	7.3865
982.5060232	7.4935
943.4555416	7.608
973.0392398	7.818
1012.089721	7.9455
978.9559795	7.9035
937.538802	7.92
939.9054978	8.0475
1031.023288	8.263
939.9054978	8.3025
1019.189809	8.547
997.8895463	8.5165
922.1552789	8.6335
978.9559795	8.6015
978.9559795	8.8985
865.3545784	8.91
976.5892836	8.835
879.5547535	9.1215
955.2890209	9.086
961.2057605	9.1685
912.6884955	9.376
994.3395025	9.5395
1009.723026	9.552
943.4555416	9.7595
939.9054978	9.65
945.8222375	9.7315
964.7558043	9.849
933.9887582	10.0755
986.056067	10.119
970.672544	10.2285
928.0720186	10.3905
925.7053227	10.3
973.0392398	10.5035
973.0392398	10.4655
955.2890209	10.65
961.2057605	10.868
976.5892836	10.686
955.2890209	10.9445
933.9887582	11.063
943.4555416	11.091
1031.023288	11.245
873.6380139	11.6195
943.4555416	11.399
900.8550162	11.65
922.1552789	11.966
970.672544	11.7915
916.2385393	11.738
961.2057605	11.914
937.538802	12.2325
925.7053227	12.2655
900.8550162	12.2055
904.40506	12.379
892.5715807	12.444
892.5715807	12.4335
852.3377512	12.817
883.1047973	12.72
964.7558043	12.859
904.40506	13.077
900.8550162	12.873
916.2385393	13.1305
922.1552789	13.188
918.6052351	13.171
904.40506	13.366
951.7389771	13.3495
943.4555416	13.478
