Node #	x (correct)	y (correct)	z (correct)	xy (correct)	yz (correct) 	xz (correct)
11800	-0.001218	0.00042093	-7.0067E-06	-0.0015016	-3.0548E-06	-0.000010733
11801	0.0011704	-0.00041373	0.000033824	0.0014659	0.000018128	0.000048983
11801	-0.0012163	0.00041791	-7.0739E-06	-0.0015123	-3.7492E-06	-0.000012219
11802	0.0011642	-0.00040586	0.000033122	0.0014857	0.00001787	0.00004734
11802	-0.0012094	0.00040989	-6.9619E-06	-0.0015324	-4.3261E-06	-0.000013267
11803	0.0011545	-0.00039495	0.000032417	0.0015104	0.000017496	0.000045221
11803	-0.0011983	0.00039853	-6.8263E-06	-0.0015565	-4.7717E-06	-0.000013887
11804	0.0011453	-0.00038517	0.000031485	0.0015296	0.000016879	0.000042736
11804	-0.001188	0.00038862	-6.8913E-06	-0.0015757	-5.0763E-06	-0.00001419
11805	0.0011381	-0.0003781	0.000030613	0.0015412	0.000015988	0.000039914
11805	-0.0011804	0.00038164	-6.8802E-06	-0.0015877	-5.2194E-06	-0.000014181
11806	0.0011301	-0.00037066	0.00003009	0.0015527	0.000014904	0.000036696
11806	-0.0011717	0.00037393	-6.5368E-06	-0.0015992	-5.1942E-06	-0.000013775
11807	0.0011165	-0.00035828	0.000029685	0.0015717	0.000013712	0.000033052
11807	-0.0011574	0.00036107	-6.1232E-06	-0.0016183	-5.0165E-06	-0.000012931
11808	0.0010959	-0.0003399	0.000029227	0.0015978	0.000012421	0.000029069
11808	-0.0011362	0.00034224	-5.8294E-06	-0.0016453	-4.6978E-06	-0.000011708
11809	0.0010713	-0.00031882	0.000028634	0.0016235	0.000010996	0.000024941
11809	-0.001111	0.00032081	-5.7662E-06	-0.0016723	-4.2543E-06	-0.000010262
11810	0.0010468	-0.00029907	0.000027992	0.0016421	9.4513E-06	0.000020884
11810	-0.001086	0.0003008	-5.8559E-06	-0.001692	-3.7311E-06	-8.7739E-06
11811	0.0010244	-0.00028246	0.000027298	0.0016514	7.8624E-06	0.000017057
11811	-0.0010632	0.00028414	-6.0567E-06	-0.0017025	-3.1906E-06	-7.3836E-06
11812	0.001004	-0.00026871	0.000026686	0.0016531	6.3147E-06	0.000013553
11812	-0.0010426	0.00027043	-0.000006239	-0.0017056	-2.6798E-06	-6.1537E-06
11813	0.00098351	-0.00025591	0.00002638	0.0016511	4.8772E-06	0.000010415
11813	-0.0010225	0.00025755	-6.1328E-06	-0.0017053	-0.000002222	-0.00000509
11814	0.00096085	-0.00024166	0.000026006	0.0016485	3.5933E-06	7.6703E-06
11814	-0.0010005	0.0002433	-6.0703E-06	-0.0017051	-1.8254E-06	-0.000004181
11815	0.00093536	-0.0002252	0.000025545	0.0016468	2.4929E-06	5.3627E-06
11815	-0.00097513	0.00022667	-6.0373E-06	-0.0017053	-1.5079E-06	-3.4533E-06
11816	0.00090876	-0.00020831	0.000025119	0.0016432	1.6086E-06	3.5568E-06
11816	-0.00094812	0.00020942	-5.9035E-06	-0.0017027	-1.3098E-06	-2.9848E-06
11817	0.00088488	-0.00019488	0.000024313	0.0016317	9.7566E-07	2.3018E-06
11817	-0.00092415	0.00019604	-6.0396E-06	-0.0016928	-1.2789E-06	-2.8628E-06
11818	0.0008665	-0.00018747	0.000023519	0.0016106	6.0822E-07	1.5866E-06
11818	-0.00090629	0.00018891	-0.000005996	-0.0016736	-0.000001431	-3.1087E-06
11819	0.00085238	-0.0001843	0.000022907	0.0015843	4.8553E-07	0.00000134
11819	-0.00089277	0.00018594	-5.5817E-06	-0.0016485	-1.7384E-06	-3.6586E-06
11820	0.00083833	-0.000181	0.000022269	0.0015587	5.5182E-07	1.4418E-06
11820	-0.00087937	0.00018276	-4.9405E-06	-0.0016241	-0.000002145	-4.3885E-06
11821	0.00082104	-0.00017446	0.00002161	0.0015372	7.4972E-07	1.7759E-06
11821	-0.00086275	0.00017617	-4.0985E-06	-0.0016043	-2.6005E-06	-5.1801E-06
11822	0.00080004	-0.00016439	0.000020806	0.0015194	1.0402E-06	2.2609E-06
11822	-0.0008421	0.00016589	-3.2008E-06	-0.001588	-3.0762E-06	-5.9656E-06
11823	0.00077658	-0.00015227	0.000019742	0.0015024	1.4001E-06	2.8487E-06
11823	-0.00081869	0.00015352	-2.3459E-06	-0.0015725	-3.5609E-06	-6.7263E-06
11824	0.00075261	-0.0001401	0.000018327	0.0014831	1.8135E-06	3.5113E-06
11824	-0.00079454	0.00014125	-1.6619E-06	-0.0015547	-0.000004047	-7.4648E-06
11825	0.00072986	-0.00012967	0.000016712	0.0014598	0.000002255	0.000004213
11825	-0.00077142	0.00013084	-0.000001056	-0.0015324	-4.5089E-06	-8.1585E-06
11826	0.00070876	-0.00012137	0.000014995	0.0014324	2.7028E-06	4.9232E-06
11826	-0.00075003	0.00012271	-4.9383E-07	-0.0015059	-4.9094E-06	-0.000008756
11827	0.00068776	-0.00011349	0.000012995	0.0014029	3.1338E-06	5.5943E-06
11827	-0.00072867	0.00011521	-1.7334E-07	-0.0014776	-5.1971E-06	-9.1533E-06
11828	0.00066451	-0.00010374	0.000011016	0.0013745	3.5329E-06	6.1782E-06
11828	-0.00070441	0.00010565	5.6085E-08	-0.0014493	-5.3182E-06	-9.2271E-06
11829	0.00063766	-0.000091005	8.9417E-06	0.0013474	3.8749E-06	6.6223E-06
11829	-0.00067571	0.000092983	2.0217E-08	-0.0014214	-5.2111E-06	-8.8718E-06
11830	0.00060715	-0.000075755	6.7699E-06	0.0013193	4.1312E-06	6.8793E-06
11830	-0.00064294	0.000077785	-3.7462E-07	-0.0013924	-4.8232E-06	-8.0269E-06
11831	0.00057409	-0.000059568	4.8286E-06	0.0012879	4.2624E-06	6.9056E-06
11831	-0.00060747	0.00006155	-9.041E-07	-0.0013598	-4.1125E-06	-6.6763E-06
11832	0.00054035	-0.000044337	3.1147E-06	0.0012511	0.000004221	6.6666E-06
11832	-0.00057125	0.000046295	-1.6231E-06	-0.0013214	-3.0686E-06	-4.8671E-06
11833	0.00050764	-0.000031614	1.8382E-06	0.0012085	3.9732E-06	6.1419E-06
11833	-0.00053611	0.000033504	-2.2855E-06	-0.0012765	-1.7397E-06	-2.7083E-06
11834	0.00047735	-0.000021905	9.9558E-07	0.0011621	3.4872E-06	5.3011E-06
11834	-0.00050325	0.000023617	-2.6074E-06	-0.0012263	-2.1838E-07	-3.4491E-07
11835	0.00027125	-0.000010207	1.1437E-06	0.00066915	2.4781E-06	0.000003722
11835	-0.0004731	0.000015683	-1.1637E-06	-0.0011728	9.5901E-07	1.4359E-06
11836	-0.00017187	2.7279E-06	1.2737E-06	-0.00043293	1.2764E-06	0.000001901
11836	-0.0004607	0.00001029	1.0485E-06	-0.0011549	1.1184E-06	1.6651E-06
11837	-0.0005288	8.8715E-06	2.2297E-06	-0.0013336	5.896E-07	8.741E-07
11837	-0.00052781	0.000008891	2.2855E-06	-0.0013309	6.5695E-07	9.7389E-07
11838	-0.0006895	0.000012427	2.0147E-06	-0.0017377	2.5645E-07	3.7978E-07
11838	-0.00067146	0.000012174	1.8747E-06	-0.0016921	2.6068E-07	3.8603E-07
11839	-0.00078836	0.000020357	8.8483E-07	-0.0019686	-4.8289E-08	-7.3116E-08
11839	-0.00079227	0.00002054	6.1243E-07	-0.0019786	-5.3711E-08	-8.1227E-08
11840	-0.00080954	0.00002892	4.4978E-07	-0.001995	-4.2827E-07	-6.4609E-07
11840	-0.00081089	0.00002879	9.6763E-07	-0.0019979	-4.6135E-07	-6.9598E-07
11841	-0.00061815	0.00002428	2.3545E-06	-0.0015119	-1.0983E-06	-1.6594E-06
11841	-0.00067713	0.000026653	2.2943E-06	-0.0016565	-1.1435E-06	-1.7277E-06
11842	-0.00019377	7.9975E-06	5.223E-07	-0.00047304	-2.4923E-06	-0.000003732
11842	-0.00037605	0.000013514	4.3628E-07	-0.00092599	-2.1059E-06	-3.1541E-06
11843	0.000093166	-1.3922E-06	2.1054E-07	0.00023668	-3.8494E-06	-5.6945E-06
11843	-0.00016144	2.8899E-06	0.000000237	-0.00040737	-2.5028E-06	-3.7053E-06
11844	0.00012431	-1.1149E-06	8.1094E-07	0.00031933	-0.000004494	-6.5913E-06
11844	-0.00013589	6.6882E-07	8.2045E-07	-0.00034768	-2.0999E-06	-3.0829E-06
11845	0.0001225	-1.6957E-06	1.3618E-06	0.00031374	-4.8575E-06	-7.1444E-06
11845	-0.00013457	9.8914E-07	1.2109E-06	-0.00034245	-1.5535E-06	-2.2881E-06
11846	0.00012192	-3.2689E-06	1.7893E-06	0.00030773	-5.0487E-06	-7.4993E-06
11846	-0.00013438	2.4796E-06	0.000001468	-0.00033642	-1.0046E-06	-1.4975E-06
11847	0.00012091	-4.1425E-06	2.1947E-06	0.00030291	-5.1512E-06	-7.6916E-06
11847	-0.00013362	3.2281E-06	1.6816E-06	-0.00033149	-4.7259E-07	-7.1468E-07
11848	0.00011811	-3.1602E-06	2.5433E-06	0.00029966	-5.2304E-06	-7.7487E-06
11848	-0.00013077	1.9805E-06	1.8425E-06	-0.00032805	2.7135E-08	2.734E-08
11849	0.00011333	-5.1668E-07	0.000002834	0.00029676	-5.3038E-06	-7.7023E-06
11849	-0.00012575	-1.0514E-06	1.9527E-06	-0.00032505	4.8639E-07	6.909E-07
11850	0.00010726	2.8802E-06	3.0393E-06	0.00029275	-5.3528E-06	-7.5754E-06
11850	-0.00011932	-4.8673E-06	2.0095E-06	-0.00032102	8.8712E-07	1.2388E-06
11851	0.00010081	6.0629E-06	3.2084E-06	0.00028679	-5.3484E-06	-7.3809E-06
11851	-0.00011249	-8.4502E-06	2.0775E-06	-0.00031496	1.2034E-06	1.6439E-06
11852	0.000094713	0.000008379	3.2916E-06	0.00027865	-5.2727E-06	-7.1326E-06
11852	-0.00010607	-0.000011055	2.1077E-06	-0.00030669	1.4189E-06	1.9027E-06
11853	0.000089363	9.5779E-06	3.3303E-06	0.00026869	-5.1223E-06	-6.8415E-06
11853	-0.00010049	-0.000012432	2.1443E-06	-0.00029654	1.5278E-06	2.0237E-06
11854	0.000084799	0.0000098	3.3427E-06	0.00025757	-0.000004906	-6.5138E-06
11854	-0.000095774	-0.000012733	2.1865E-06	-0.00028519	1.5357E-06	2.0215E-06
11855	0.00008081	9.4228E-06	3.3026E-06	0.00024594	-0.00000464	-6.1525E-06
11855	-0.000091697	-0.000012357	2.2253E-06	-0.00027333	1.4566E-06	1.9131E-06
11856	0.000077077	8.8269E-06	3.2593E-06	0.00023427	-4.3415E-06	-5.7598E-06
11856	-0.000087909	-0.000011745	0.000002291	-0.00026143	1.3053E-06	1.7123E-06
11857	0.000073342	8.2915E-06	3.1868E-06	0.00022273	-4.0251E-06	-5.3412E-06
11857	-0.000084119	-0.00001119	2.3543E-06	-0.0002497	1.0965E-06	1.4344E-06
11858	0.000069491	7.9006E-06	3.0943E-06	0.00021132	-0.000003699	-4.9032E-06
11858	-0.000080207	-0.000010792	2.4189E-06	-0.00023816	8.4017E-07	1.0916E-06
11859	0.00006556	7.5981E-06	0.000002992	0.00019995	-3.3663E-06	-0.000004453
11859	-0.000076194	-0.000010492	2.4874E-06	-0.00022666	5.4202E-07	6.9313E-07
11860	0.000061707	7.2207E-06	2.8713E-06	0.00018853	-3.0276E-06	-3.9993E-06
11860	-0.000072262	-0.0000101	2.5492E-06	-0.00021508	2.0789E-07	2.4854E-07
11861	0.000058069	6.6612E-06	0.000002734	0.00017704	-2.6853E-06	-3.5495E-06
11861	-0.00006858	-9.4942E-06	2.6106E-06	-0.00020348	-1.5552E-07	-2.3447E-07
11862	0.000054529	6.0609E-06	2.5934E-06	0.00016568	-2.3449E-06	-3.1038E-06
11862	-0.000064998	-8.8331E-06	2.6581E-06	-0.00019199	-5.4408E-07	-7.5239E-07
11863	0.000050785	5.6934E-06	2.4529E-06	0.00015453	-2.0135E-06	-2.6609E-06
11863	-0.000061172	-8.4416E-06	2.7098E-06	-0.00018071	-9.5529E-07	-1.2984E-06
11864	0.000046538	5.7554E-06	0.0000023	0.00014341	-1.6956E-06	-2.2227E-06
11864	-0.00005676	-0.000008554	2.7486E-06	-0.00016953	-1.3871E-06	-1.8585E-06
11865	0.000041613	6.2259E-06	2.1508E-06	0.00013181	-1.3896E-06	-1.7916E-06
11865	-0.00005157	-9.1825E-06	2.7968E-06	-0.00015792	-1.8378E-06	-2.4148E-06
11866	0.000036048	6.8471E-06	2.0291E-06	0.00011901	-0.000001087	-1.3681E-06
11866	-0.000045656	-0.000010062	2.8506E-06	-0.00014515	-2.3028E-06	-2.9506E-06
11867	0.000030092	7.2421E-06	1.9217E-06	0.00010446	-7.8045E-07	-9.546E-07
11867	-0.000039312	-0.000010764	2.9018E-06	-0.00013063	-0.000002767	-3.4483E-06
11868	0.000024102	7.0445E-06	1.8477E-06	0.000088008	-4.6011E-07	-5.4591E-07
11868	-0.00003297	-0.000010872	2.9856E-06	-0.00011416	-3.2113E-06	-0.000003901
11869	0.000018362	6.0832E-06	1.7887E-06	0.00006989	-1.2302E-07	-1.3752E-07
11869	-0.000026972	-0.000010132	3.0706E-06	-0.000095981	-3.6101E-06	-4.3055E-06
11870	0.000012915	4.4851E-06	1.7405E-06	0.000050643	2.2591E-07	2.7308E-07
11870	-0.000021391	-8.6442E-06	3.1604E-06	-0.000076636	-3.9393E-06	-4.6547E-06
11871	7.6536E-06	2.5739E-06	1.6986E-06	0.000030961	5.8517E-07	6.9334E-07
11871	-0.000016069	-6.7486E-06	3.2293E-06	-0.000056792	-4.1912E-06	-4.9402E-06
11872	2.4634E-06	6.0946E-07	1.6339E-06	0.000011267	9.5213E-07	1.1247E-06
11872	-0.000010832	-0.000004742	3.2812E-06	-0.000036873	-0.000004365	-0.000005149
11873	-2.7104E-06	-1.3087E-06	0.000001547	-8.2848E-06	1.3221E-06	1.5624E-06
11873	-5.5897E-06	-0.000002746	3.3031E-06	-0.000017023	-4.4569E-06	-5.2671E-06
11874	-7.8862E-06	-3.1459E-06	1.4372E-06	-0.000027642	1.6905E-06	2.0022E-06
11874	-3.0904E-07	-7.9228E-07	3.2834E-06	2.7255E-06	-4.4603E-06	-5.2854E-06
11875	-0.000013063	-4.8794E-06	1.2947E-06	-0.000046751	2.0512E-06	2.4375E-06
11875	5.0189E-06	1.0992E-06	3.2213E-06	0.000022337	-4.3679E-06	-5.1938E-06
11876	-0.000018182	-6.5533E-06	1.1104E-06	-0.000065605	2.3979E-06	2.8557E-06
11876	0.00001038	2.9619E-06	3.0964E-06	0.000041837	-0.000004175	-4.9756E-06
11877	-0.000023109	-8.3899E-06	8.9547E-07	-0.000084493	2.7261E-06	3.2373E-06
11877	0.000015686	4.9738E-06	2.9197E-06	0.000061544	-3.8794E-06	-4.6111E-06
11878	-0.000027654	-0.00001076	6.8014E-07	-0.00010396	3.0334E-06	3.5617E-06
11878	0.000020787	7.4811E-06	2.6469E-06	0.000082012	-3.4774E-06	-4.0881E-06
11879	-0.00003159	-0.000014014	4.4511E-07	-0.00012443	3.3229E-06	3.8211E-06
11879	0.000025458	0.000010835	2.3328E-06	0.00010375	-2.9681E-06	-3.4187E-06
11880	-0.000034838	-0.000018395	2.5039E-07	-0.00014624	3.5947E-06	4.0178E-06
11880	0.00002957	0.000015314	1.9479E-06	0.00012711	-0.000002353	-2.6354E-06
11881	-0.00003761	-0.000023806	5.2675E-08	-0.00016964	0.000003844	4.1659E-06
11881	0.000033291	0.000020924	1.4614E-06	0.00015242	-1.6411E-06	-1.7822E-06
11882	-0.000040483	-0.000029623	-6.1834E-08	-0.00019421	4.0726E-06	4.3029E-06
11882	0.000037111	0.000027104	9.0434E-07	0.0001794	-8.6876E-07	-9.183E-07
11883	-0.000044187	-0.000034811	-2.1667E-07	-0.00021926	4.2825E-06	4.4655E-06
11883	0.000041743	0.000032887	2.7122E-07	0.00020725	-8.5249E-08	-8.5947E-08
11884	-0.000049179	-0.000038645	-4.362E-07	-0.0002441	4.4683E-06	4.6614E-06
11884	0.00004769	0.000037527	-4.2941E-07	0.00023534	6.6332E-07	6.9697E-07
11885	-0.000055205	-0.000041265	-6.4336E-07	-0.00026831	4.6227E-06	4.8657E-06
11885	0.000054797	0.000041094	-1.1728E-06	0.00026349	1.3432E-06	1.4189E-06
11886	-0.000061226	-0.000043624	-9.0456E-07	-0.00029184	4.7252E-06	5.0162E-06
11886	0.000062085	0.000044486	-1.8809E-06	0.00029167	1.9533E-06	2.0773E-06
11887	-0.000066229	-0.000046651	-1.1786E-06	-0.00031452	4.7401E-06	5.0428E-06
11887	0.000068534	0.000048632	-2.5612E-06	0.00031977	2.5108E-06	2.6734E-06
11888	-0.000069886	-0.000050634	-1.4326E-06	-0.00033621	0.000004644	4.9172E-06
11888	0.000073765	0.000053858	-3.0952E-06	0.00034786	3.0002E-06	3.1777E-06
11889	-0.000072098	-0.000055458	-0.000001624	-0.00035622	4.4593E-06	4.6731E-06
11889	0.000077631	0.000060103	-0.000003246	0.00037579	3.3605E-06	3.5219E-06
11890	-0.00010978	-0.00009402	-3.0117E-06	-0.00057029	4.0275E-06	4.1569E-06
11890	0.000012073	7.4256E-06	-4.4929E-06	0.000045983	3.4517E-06	3.5618E-06
11891	-0.00042573	-0.00042891	6.0946E-06	-0.0023592	2.4394E-06	2.4754E-06
11891	-0.00039255	-0.00040131	5.2582E-06	-0.0021921	2.3602E-06	2.3935E-06
11892	-0.00071979	-0.00082637	5.3248E-07	-0.0042849	6.3306E-07	6.282E-07
11892	-0.00075832	-0.00087203	-5.1355E-07	-0.0045201	7.1385E-07	7.0776E-07
11893	-0.00063444	-0.00087059	8.3608E-07	-0.0041649	-5.3058E-09	-2.9321E-09
11893	-0.00066675	-0.00091281	1.5367E-06	-0.0043701	1.526E-08	1.6586E-08
11894	-0.00041136	-0.00066716	1.8311E-06	-0.0029765	-2.2657E-08	-2.2046E-08
11894	-0.0004117	-0.00066637	1.3899E-06	-0.0029761	-2.4589E-08	-2.3449E-08
11895	-0.00020696	-0.00037626	-1.0097E-06	-0.0016103	2.5162E-07	2.2529E-07
11895	-0.00020408	-0.00037155	-0.000001351	-0.0015899	1.4518E-07	1.2983E-07
11896	-0.00007409	-0.00014192	-4.9194E-06	-0.00060396	5.3536E-07	4.789E-07
11896	-0.000091717	-0.00017497	-4.2126E-06	-0.00074238	7.7361E-07	6.9222E-07
11897	-0.000093079	-0.00017065	-3.5344E-06	-0.00073353	1.2467E-06	1.1215E-06
11897	0.000036494	0.000062118	-7.2578E-06	0.00025935	2.0115E-06	1.8077E-06
11898	-0.00027986	-0.00048187	9.4515E-06	-0.0020859	4.1813E-06	3.7966E-06
11898	0.00025983	0.0004449	-0.000014854	0.0019191	3.2041E-06	2.9068E-06
11899	-0.00046335	-0.00077623	0.000022108	-0.0033839	8.6674E-06	0.000007917
11899	0.00044886	0.00075406	-0.000011688	0.0033011	1.6115E-06	1.4545E-06
11900	-0.00055128	-0.00096187	0.000023311	-0.0041345	0.000011622	0.000010587
11900	0.00053854	0.00094242	-0.000011674	0.0040662	-1.8607E-06	-1.7379E-06
11901	-0.00058008	-0.0011566	0.000020822	-0.0047438	0.000012758	0.000011447
11901	0.00056981	0.0011391	-0.000011641	0.0046836	-4.4147E-06	-4.0381E-06
11902	-0.00057061	-0.0013863	0.000018213	-0.0053319	0.000012907	0.000011319
11902	0.00056226	0.0013697	-0.000010358	0.0052772	-6.1718E-06	-5.5176E-06
11903	-0.00056428	-0.0016119	0.000013857	-0.0059181	0.000012663	0.000010992
11903	0.00055829	0.0015969	-0.000010132	0.0058675	-0.000007503	-0.000006656
11904	-0.00061579	-0.0017816	0.000010884	-0.0065258	0.000011327	0.000010019
11904	0.00061085	0.0017683	-9.1302E-06	0.0064789	-7.6189E-06	-0.000006915
11905	-0.0007485	-0.0018697	0.000008101	-0.0071581	8.7452E-06	8.1717E-06
11905	0.00074406	0.0018582	-8.6063E-06	0.0071138	-6.2451E-06	-6.0363E-06
11906	-0.00093725	-0.0019005	6.0507E-06	-0.0077984	5.8296E-06	6.0121E-06
11906	0.0009325	0.0018903	-7.3974E-06	0.0077551	-4.2833E-06	-4.6468E-06
11907	-0.0011187	-0.0019363	4.1804E-06	-0.0084247	2.2444E-06	3.0448E-06
11907	0.0011142	0.0019278	-0.000006638	0.0083843	-1.6408E-06	-2.4954E-06
11908	-0.0012495	-0.0020232	0.00000403	-0.0090357	-2.1983E-06	-9.1492E-07
11908	0.0012443	0.0020147	-4.3674E-06	0.0089973	1.6772E-06	4.4044E-07
11909	-0.0013376	-0.0021541	3.5619E-06	-0.0096423	-7.0131E-06	-0.000005331
11909	0.0013324	0.0021455	-5.1687E-06	0.0096014	5.2281E-06	3.6967E-06
11910	-0.0014393	-0.0022726	5.9213E-06	-0.010249	-0.000011268	-9.3606E-06
11910	0.0014337	0.0022636	-0.000006351	0.010208	8.3895E-06	6.7099E-06
11911	-0.0016086	-0.0023224	9.3535E-06	-0.010861	-0.000013043	-0.00001133
11911	0.0016025	0.0023138	-8.8727E-06	0.010821	9.6183E-06	8.1259E-06
11912	-0.0018462	-0.0023002	0.000013394	-0.011465	-0.000010447	-9.3049E-06
11912	0.0018389	0.0022912	-0.000012671	0.011421	7.4105E-06	6.3963E-06
11913	-0.0021053	-0.0022498	0.000015524	-0.012048	-3.2073E-06	-2.4858E-06
11913	0.002097	0.0022409	-0.000015487	0.012001	1.3065E-06	6.1973E-07
11914	-0.0017278	-0.0017088	8.0618E-06	-0.009516	-0.000012101	-0.000011683
11914	0.0016366	0.0016198	-9.0563E-06	0.0090146	0.00001145	0.000011048
11915	-0.00063422	-0.00062572	-7.7357E-07	-0.0034952	-0.000013032	-0.000012792
11915	0.00042622	0.00038303	-4.1596E-07	0.0022442	0.000012699	0.000012487
11916	-0.000042516	-0.000068004	-5.7454E-07	-0.00030628	-3.3045E-07	-2.9015E-07
11916	-0.00013996	-0.00020907	-8.0004E-07	-0.00096638	-1.1409E-06	-1.0379E-06
11917	-0.000014962	-0.000024717	-4.6646E-07	-0.00011056	-1.7302E-06	-1.4876E-06
11917	-0.000054146	-0.00011598	-1.0822E-07	-0.00046776	-1.9725E-06	-1.6819E-06
11918	0.000028621	0.00011696	8.4832E-07	0.00039543	-4.1958E-06	-3.3904E-06
11918	-0.000018934	-0.000065153	-1.4196E-06	-0.00023105	-3.5374E-06	-2.8734E-06
11919	-0.00014658	-0.00089392	4.0741E-06	-0.0027798	-9.0181E-06	-7.0188E-06
11919	0.00017714	0.0010456	-4.7792E-06	0.003269	-8.3419E-06	-6.4818E-06
11920	-0.0005646	-0.0029879	-7.2887E-06	-0.009562	-0.000016584	-0.000012914
11920	0.00057697	0.0030663	0.000011073	0.0098119	-0.00001396	-0.000010828
11921	-0.00082725	-0.0038459	-0.000018456	-0.012636	-0.000021961	-0.000017432
11921	0.00082512	0.0038454	0.000026584	0.012643	-0.000013776	-0.000010772
11922	-0.00086434	-0.0036235	-0.000016701	-0.012166	-0.000023087	-0.000018642
11922	0.00086163	0.0036224	0.000026708	0.012173	-0.000010447	-8.1367E-06
11923	-0.00081504	-0.0034974	-0.000014901	-0.011681	-0.0000227	-0.000018423
11923	0.00081245	0.0034961	0.000024327	0.011687	-8.5274E-06	-0.000006448
11924	-0.00067673	-0.0034642	-0.000012092	-0.011161	-0.000021327	-0.000017145
11924	0.00067409	0.0034624	0.000021021	0.011165	-7.4618E-06	-5.3453E-06
11925	-0.00046259	-0.00351	-8.5251E-06	-0.0106	-0.000019416	-0.000015212
11925	0.00045965	0.0035075	0.000017925	0.010601	-6.8429E-06	-4.5752E-06
11926	-0.00019324	-0.003611	-4.8227E-06	-0.0099855	-0.000016913	-0.000012757
11926	0.00019002	0.0036075	0.0000149	0.0099849	-0.000006743	-4.1689E-06
11927	0.00011084	-0.0037459	-2.0215E-06	-0.0093111	-0.000014014	-0.000010069
11927	-0.00011435	0.0037412	0.000013144	0.0093084	-7.0047E-06	-0.000003999
11928	0.0004309	-0.0038974	0.000001332	-0.0085725	-0.000011103	-7.5071E-06
11928	-0.00043481	0.0038912	0.000011683	0.0085679	-7.3427E-06	-3.8687E-06
11929	0.00074971	-0.0040479	4.2209E-06	-0.0077674	-8.1387E-06	-5.1978E-06
11929	-0.00075379	0.0040398	0.000010595	0.007761	-7.8784E-06	-0.00000376
11930	0.0010509	-0.004182	7.3952E-06	-0.0068993	-0.000005557	-3.3606E-06
11930	-0.0010552	0.0041714	0.000010195	0.0068911	-8.2532E-06	-3.5199E-06
11931	0.0013174	-0.0042817	9.9225E-06	-0.0059788	-3.1758E-06	-1.9219E-06
11931	-0.0013214	0.0042688	9.3144E-06	0.0059695	-8.7471E-06	-3.2636E-06
11932	0.0015344	-0.0043317	0.000012141	-0.0050244	-1.2987E-06	-9.5455E-07
11932	-0.0015381	0.0043162	9.3263E-06	0.0050145	-9.1221E-06	-2.9085E-06
11933	0.0016934	-0.0043244	0.000013315	-0.0040614	5.3272E-08	-3.4874E-07
11933	-0.0016965	0.004306	9.6751E-06	0.0040512	-9.3802E-06	-2.5078E-06
11934	0.0017893	-0.0042548	0.00001414	-0.0031166	1.3469E-06	6.3696E-08
11934	-0.0017911	0.0042335	9.6803E-06	0.0031067	-0.000010045	-2.1703E-06
11935	0.0018238	-0.0041266	0.000014389	-0.0022143	2.7819E-06	5.1991E-08
11935	-0.0018241	0.0041022	9.7155E-06	0.0022055	-0.000011204	-1.5581E-06
11936	0.0018009	-0.0039451	0.000014799	-0.0013789	2.4497E-06	1.8323E-08
11936	-0.0017999	0.0039179	9.7043E-06	0.0013722	-0.000010828	-9.9723E-07
11937	0.0017251	-0.0037125	0.000015425	-0.00063582	2.3099E-06	2.6418E-07
11937	-0.0017226	0.0036827	8.9289E-06	0.00063224	-0.000011044	-7.5602E-07
11938	0.0016076	-0.0034399	0.000014297	-1.3146E-06	2.4719E-06	6.5789E-08
11938	-0.0016037	0.0034075	9.7357E-06	1.5007E-06	-0.000011935	-4.4579E-08
11939	0.0014602	-0.0031411	0.000013542	0.00051876	1.8894E-06	-4.8985E-08
11939	-0.001455	0.0031067	9.6618E-06	-0.00051409	-0.000012242	6.5657E-07
11940	0.0012951	-0.0028287	0.000012412	0.00092103	1.3104E-06	-6.5746E-08
11940	-0.0012887	0.0027927	9.4717E-06	-0.00091136	-0.000012592	1.3364E-06
11941	0.0011239	-0.0025155	0.000011673	0.0012063	4.0996E-07	4.3988E-08
11941	-0.0011168	0.002478	9.3264E-06	-0.0011913	-0.000012525	1.9359E-06
11942	0.00095717	-0.0022107	0.000010811	0.0013768	-4.1965E-07	2.1262E-07
11942	-0.00094928	0.002172	8.7069E-06	-0.0013563	-0.000012362	2.4664E-06
11943	0.00080258	-0.0019209	9.8275E-06	0.0014427	-1.3087E-06	4.596E-07
11943	-0.00079437	0.0018812	0.000008777	-0.0014172	-0.000011892	2.8384E-06
11944	0.00066399	-0.0016506	9.1719E-06	0.0014259	-1.9935E-06	7.0939E-07
11944	-0.00065595	0.0016103	9.1559E-06	-0.001396	-0.000011333	0.00000308
11945	0.00054064	-0.0013989	8.4826E-06	0.001352	-2.6993E-06	1.0032E-06
11945	-0.00053262	0.0013582	9.0458E-06	-0.0013178	-0.000010446	3.1381E-06
11946	0.00042828	-0.0011619	0.00000833	0.0012438	-0.000003322	1.2958E-06
11946	-0.00042074	0.0011209	9.1356E-06	-0.0012057	-9.3245E-06	3.0749E-06
11947	0.00032425	-0.0009364	8.1045E-06	0.0011141	-3.6739E-06	1.4984E-06
11947	-0.00031746	0.0008955	9.2106E-06	-0.0010716	-0.000008156	2.9932E-06
11948	0.00023001	-0.00072411	7.9554E-06	0.00096257	-4.0633E-06	1.7801E-06
11948	-0.00022421	0.00068322	9.3056E-06	-0.00091499	-6.6546E-06	2.7016E-06
